values_242,10
values_505,14
values_924,8
values_862,14
values_287,8
values_733,21
values_813,25
values_11,17
values_19,8
values_999,2
values_134,10
values_609,25
values_993,25
values_731,27
values_127,28
values_889,18
values_987,15
values_780,16
values_435,3
values_950,9
values_976,2
values_557,18
values_398,4
values_892,27
values_670,2
values_574,16
values_163,10
values_900,27
values_392,3
values_447,18
values_523,3
values_679,11
values_419,5
values_895,21
values_298,7
values_155,10
values_12,26
values_160,17
values_626,7
values_38,10
values_146,6
values_81,28
values_687,3
values_213,2
values_212,25
values_568,16
values_5,24
values_40,24
values_970,25
values_707,3
values_406,11
values_893,22
values_144,12
values_979,4
values_831,21
values_402,19
values_404,28
values_310,12
values_70,24
values_268,28
values_412,23
values_290,3
values_916,13
values_567,21
values_913,4
values_232,5
values_319,7
values_23,3
values_899,26
values_428,26
values_858,16
values_546,17
values_432,21
values_231,19
values_388,14
values_350,23
values_603,4
values_364,3
values_530,3
values_72,17
values_536,12
values_79,15
values_342,3
values_803,4
values_501,17
values_540,11
values_955,27
values_191,25
values_812,18
values_545,18
values_78,10
values_526,4
values_695,16
values_87,27
values_300,28
values_964,9
values_998,21
values_988,12
values_6,7
values_625,11
values_518,19
values_122,5
values_541,5
values_279,24
values_256,12
values_796,11
values_504,27
values_752,8
values_459,27
values_658,27
values_408,16
values_867,19
values_727,4
values_177,8
values_823,4
values_822,27
values_218,9
values_426,20
values_776,26
values_143,19
values_739,10
values_312,17
values_174,25
values_669,5
values_120,4
values_974,18
values_217,17
values_866,2
values_192,27
values_328,18
values_68,7
values_387,7
values_69,4
values_749,13
values_135,5
values_341,15
values_494,14
values_1,28
values_589,13
values_925,17
values_524,2
values_994,21
values_856,19
values_156,24
values_470,7
values_207,17
values_655,13
values_441,18
values_109,6
values_45,17
values_125,7
values_600,12
values_708,15
values_791,14
values_912,15
values_533,2
values_418,11
values_228,26
values_585,21
values_465,24
values_239,8
values_842,26
values_208,15
values_932,15
values_957,28
values_563,5
values_766,17
values_476,11
values_175,26
values_591,4
values_997,9
values_385,24
values_115,10
values_653,12
values_753,4
values_241,18
values_197,18
values_636,20
values_450,25
values_106,8
values_699,4
values_578,19
values_644,16
values_570,16
values_873,28
values_33,22
values_210,23
values_486,15
values_252,21
values_694,14
values_759,7
values_245,10
values_15,14
values_792,24
values_248,17
values_246,21
values_556,25
values_513,4
values_93,18
values_558,10
values_991,23
values_181,26
values_674,20
values_652,25
values_344,22
values_715,17
values_528,3
values_276,27
values_24,19
values_296,7
values_244,7
values_380,20
values_25,2
values_740,9
values_478,28
values_379,23
values_810,12
values_440,2
values_543,13
values_130,2
values_225,13
values_285,3
values_363,19
values_667,19
values_26,17
values_793,6
values_772,19
values_931,18
values_981,9
values_422,20
values_920,20
values_259,6
values_477,5
values_738,7
values_430,22
values_922,13
values_903,25
values_761,18
values_204,27
values_48,19
values_71,10
values_851,5
values_347,27
values_725,13
values_266,17
values_448,13
values_934,4
values_531,18
values_224,18
values_686,4
values_927,17
values_407,27
values_76,3
values_949,27
values_969,15
values_781,10
values_7,20
values_683,24
values_376,8
values_877,18
values_654,18
values_508,8
values_332,25
values_281,25
values_381,28
values_769,4
values_701,26
values_855,16
values_320,4
values_50,13
values_918,21
values_615,27
values_704,28
values_633,15
values_847,24
values_602,21
values_399,3
values_22,13
values_313,7
values_375,28
values_963,6
values_168,26
values_226,23
values_190,22
values_429,6
values_236,9
values_777,21
values_909,23
values_438,10
values_607,17
values_717,5
values_782,27
values_258,11
values_872,8
values_637,4
values_746,10
values_4,10
values_345,27
values_102,23
values_962,14
values_356,10
values_853,21
values_849,17
values_814,26
values_370,18
values_778,14
values_458,20
values_818,4
values_119,22
values_373,26
values_351,25
values_32,18
values_770,6
values_371,4
values_283,13
values_535,4
values_250,3
values_132,10
values_649,7
values_77,12
values_260,27
values_891,3
values_91,2
values_137,24
values_42,27
values_13,15
values_577,23
values_41,2
values_809,25
values_414,6
values_360,28
values_386,28
values_158,24
values_904,6
values_480,20
values_647,24
values_104,25
values_55,13
values_491,23
values_391,28
values_972,20
values_571,24
values_940,24
values_861,17
values_324,23
values_549,22
values_170,11
values_269,6
values_442,10
values_520,28
values_455,5
values_31,14
values_971,10
values_397,22
values_254,4
values_616,24
values_66,5
values_943,18
values_117,13
values_451,24
values_643,2
values_688,26
values_569,14
values_745,2
values_65,26
values_980,15
values_982,7
values_62,27
values_789,20
values_401,26
values_21,23
values_598,18
values_273,5
values_534,14
values_118,18
values_141,16
values_366,3
values_222,22
values_876,13
values_700,20
values_95,7
values_806,17
values_671,27
values_816,27
values_630,27
values_433,8
values_905,9
values_84,9
values_233,15
values_664,21
values_162,17
values_681,3
values_542,22
values_169,21
values_660,28
values_488,7
values_894,17
values_828,13
values_537,15
values_845,6
values_584,14
values_457,12
values_499,19
values_369,11
values_58,6
values_64,4
values_196,6
values_462,17
values_343,13
values_262,15
values_966,7
values_261,18
values_349,7
values_263,23
values_801,13
values_292,5
values_786,19
values_101,27
values_691,26
values_926,9
values_754,11
values_215,4
values_977,12
values_850,3
values_646,27
values_628,5
values_941,26
values_353,21
values_690,18
values_961,21
values_331,8
values_377,7
values_128,16
values_336,9
values_632,10
values_166,8
values_744,14
values_837,23
values_807,16
values_838,10
values_723,7
values_874,22
values_627,15
values_555,24
values_446,2
values_716,18
values_240,18
values_140,19
values_317,23
values_83,5
values_696,10
values_413,13
values_94,2
values_937,9
values_199,18
values_596,16
values_0,25
values_953,14
values_906,17
values_742,8
values_396,13
values_159,21
values_238,23
values_136,10
values_915,3
values_99,4
values_771,26
values_96,19
values_768,19
values_67,15
values_565,12
values_848,14
values_114,6
values_61,5
values_511,22
values_729,23
values_460,15
values_832,3
values_348,25
values_182,23
values_986,13
values_180,17
values_930,14
values_274,8
values_309,26
values_496,27
values_165,11
values_553,21
values_870,6
values_795,10
values_361,17
values_302,7
values_586,8
values_880,20
values_665,3
values_527,4
values_372,11
values_382,2
values_43,21
values_935,5
values_2,9
values_790,5
values_152,26
values_871,21
values_434,25
values_775,23
values_500,17
values_220,27
values_875,5
values_249,19
values_808,19
values_859,19
values_539,12
values_635,27
values_311,18
values_183,21
values_54,23
values_390,10
values_890,13
values_711,26
values_471,19
values_995,8
values_443,24
values_464,2
values_774,20
values_200,24
values_747,17
values_758,25
values_30,19
values_820,17
values_393,8
values_576,17
values_445,19
values_662,11
values_403,16
values_640,12
values_59,21
values_490,10
values_194,14
values_751,5
values_663,11
values_938,17
values_532,17
values_885,24
values_713,19
values_193,25
values_650,19
values_564,20
values_267,12
values_147,27
values_709,4
values_857,7
values_334,26
values_965,8
values_824,10
values_784,10
values_229,18
values_538,9
values_463,26
values_741,12
values_85,25
values_493,13
values_794,21
values_202,19
values_74,4
values_410,2
values_469,15
values_394,19
values_149,21
values_945,21
values_293,16
values_456,28
values_975,19
values_547,11
values_164,12
values_720,3
values_833,18
values_90,6
values_954,6
values_483,12
values_990,2
values_113,18
values_878,10
values_942,17
values_126,14
values_666,4
values_960,23
values_783,21
values_735,27
values_439,15
values_860,10
values_18,28
values_173,16
values_454,6
values_176,26
values_698,4
values_869,10
values_697,12
values_509,20
values_189,14
values_714,10
values_270,24
values_863,11
values_548,28
values_359,5
values_512,18
values_656,24
values_684,13
values_171,11
values_675,22
values_657,3
values_333,20
values_599,4
values_129,11
values_886,17
values_107,15
values_272,19
values_52,17
values_819,15
values_682,2
values_44,13
values_914,20
values_346,21
values_151,7
values_550,14
values_326,7
values_836,16
values_437,14
values_984,20
values_17,19
values_748,7
values_581,12
values_705,13
values_121,13
values_219,6
values_321,25
values_843,22
values_606,16
values_898,2
values_601,13
values_36,14
values_282,21
values_395,18
values_449,17
values_209,17
values_956,7
values_579,5
values_484,14
values_521,10
values_617,21
values_516,28
values_358,28
values_335,27
values_139,25
values_992,8
values_211,6
values_507,18
values_921,12
values_138,24
values_275,28
values_614,12
values_49,14
values_227,10
values_203,14
values_172,9
values_86,2
values_178,16
values_978,18
values_253,19
values_291,3
values_911,5
values_230,19
values_318,28
values_798,25
values_638,13
values_112,2
values_201,25
values_629,24
values_337,9
values_37,6
values_56,10
values_316,10
values_829,28
values_63,23
values_35,14
values_519,16
values_481,25
values_278,11
values_186,28
values_702,14
values_722,27
values_97,27
values_329,22
values_75,16
values_560,12
values_612,21
values_421,26
values_639,24
values_939,6
values_198,6
values_840,23
values_415,5
values_405,10
values_100,4
values_726,17
values_265,8
values_743,25
values_436,2
values_583,9
values_525,7
values_677,19
values_289,22
values_255,24
values_529,14
values_826,9
values_362,25
values_355,11
values_506,10
values_315,8
values_604,11
values_57,27
values_133,6
values_787,21
values_799,9
values_765,12
values_887,14
values_952,23
values_631,18
values_306,2
values_497,27
values_821,7
values_618,3
values_271,12
values_645,17
values_985,4
values_400,2
values_562,24
values_590,13
values_648,25
values_325,3
values_883,25
values_827,7
values_854,24
values_307,24
values_88,13
values_958,26
values_251,8
values_902,13
values_680,2
values_884,10
values_901,26
values_354,14
values_420,20
values_103,11
values_10,20
values_474,16
values_53,27
values_8,26
values_39,12
values_755,17
values_124,15
values_841,27
values_510,10
values_989,7
values_706,14
values_257,4
values_811,15
values_111,12
values_47,15
values_928,15
values_561,20
values_383,8
values_498,19
values_60,25
values_737,28
values_624,24
values_973,16
values_472,13
values_280,5
values_389,16
values_651,24
values_642,26
values_668,8
values_551,27
values_750,18
values_592,12
values_89,15
values_411,12
values_620,26
values_357,27
values_247,9
values_692,23
values_572,24
values_757,9
values_566,6
values_216,27
values_951,14
values_910,10
values_338,25
values_461,7
values_730,13
values_734,21
values_51,15
values_678,22
values_327,22
values_473,18
values_453,6
values_154,16
values_452,16
values_221,7
values_323,17
values_844,5
values_673,4
values_427,26
values_933,23
values_802,7
values_852,19
values_487,12
values_762,6
values_515,28
values_479,17
values_948,16
values_467,11
values_14,14
values_868,13
values_188,27
values_489,10
values_865,9
values_728,7
values_996,25
values_277,9
values_936,24
values_554,16
values_763,9
values_834,9
values_613,19
values_907,27
values_825,28
values_308,12
values_294,12
values_522,7
values_322,15
values_28,28
values_760,17
values_559,13
values_685,6
values_908,23
values_919,16
values_724,5
values_947,16
values_214,10
values_468,25
values_967,11
values_234,5
values_983,14
values_719,12
values_110,28
values_235,12
values_588,12
values_185,12
values_732,4
values_896,11
values_888,23
values_923,19
values_767,5
values_179,11
values_195,27
values_148,21
values_917,15
values_634,28
values_157,21
values_314,6
values_879,15
values_16,6
values_839,22
values_150,3
values_835,19
values_161,16
values_34,4
values_959,16
values_264,11
values_123,5
values_623,25
values_187,26
values_575,9
values_466,20
values_621,26
values_82,12
values_352,3
values_779,10
values_946,15
values_756,10
values_502,23
values_641,12
values_882,13
values_46,17
values_721,15
values_105,19
values_284,7
values_295,18
values_423,16
values_544,28
values_384,8
values_206,23
values_817,25
values_788,21
values_205,16
values_243,14
values_619,24
values_514,16
values_703,27
values_605,23
values_659,5
values_929,3
values_365,15
values_495,26
values_431,23
values_482,25
values_611,18
values_846,6
values_27,5
values_736,7
values_815,24
values_145,17
values_582,24
values_492,19
values_881,25
values_237,19
values_409,8
values_108,27
values_299,9
values_20,27
values_485,17
values_303,10
values_425,5
values_597,20
values_517,25
values_672,6
values_340,24
values_339,23
values_424,16
values_9,6
values_587,14
values_417,28
values_116,22
values_475,8
values_184,21
values_223,7
values_804,8
values_374,4
values_864,28
values_444,4
values_92,9
values_773,21
values_131,4
values_710,17
values_693,24
values_944,14
values_573,9
values_712,11
values_718,5
values_3,20
values_805,22
values_98,15
values_304,23
values_897,28
values_153,11
values_368,3
values_689,24
values_830,24
values_29,28
values_301,10
values_286,8
values_580,20
values_593,19
values_80,6
values_416,3
values_305,22
values_142,19
values_800,9
values_661,28
values_73,17
values_297,28
values_167,12
values_594,25
values_367,15
values_552,2
values_608,13
values_797,28
values_288,21
values_764,18
values_622,7
values_785,7
values_676,11
values_330,12
values_595,12
values_968,13
values_503,11
values_378,14
values_610,11
