inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_242," 409 
"," 33 
"," 218 
"," 83 
"," 627 
"," 116 
"," 4299.95 
"," 186348.61 
"," 0.02 
"," 43.34 
"," 10352.70 
"," 1.09 
"
values_505," 574 
"," 33 
"," 314 
"," 109 
"," 888 
"," 142 
"," 6348.98 
"," 301780.20 
"," 0.02 
"," 47.53 
"," 16765.57 
"," 1.50 
"
values_924," 353 
"," 33 
"," 182 
"," 68 
"," 535 
"," 101 
"," 3562.14 
"," 157310.53 
"," 0.02 
"," 44.16 
"," 8739.47 
"," 0.97 
"
values_862," 551 
"," 33 
"," 314 
"," 113 
"," 865 
"," 146 
"," 6219.20 
"," 285147.49 
"," 0.02 
"," 45.85 
"," 15841.53 
"," 1.44 
"
values_287," 360 
"," 33 
"," 182 
"," 65 
"," 542 
"," 98 
"," 3585.17 
"," 165634.98 
"," 0.02 
"," 46.20 
"," 9201.94 
"," 1.01 
"
values_733," 920 
"," 33 
"," 559 
"," 134 
"," 1479 
"," 167 
"," 10920.50 
"," 751680.74 
"," 0.01 
"," 68.83 
"," 41760.04 
"," 2.76 
"
values_813," 1223 
"," 33 
"," 743 
"," 140 
"," 1966 
"," 173 
"," 14616.48 
"," 1279933.75 
"," 0.01 
"," 87.57 
"," 71107.43 
"," 3.93 
"
values_11," 700 
"," 33 
"," 407 
"," 125 
"," 1107 
"," 158 
"," 8085.29 
"," 434373.87 
"," 0.02 
"," 53.72 
"," 24131.88 
"," 1.91 
"
values_19," 359 
"," 33 
"," 182 
"," 69 
"," 541 
"," 102 
"," 3609.78 
"," 157104.00 
"," 0.02 
"," 43.52 
"," 8728.00 
"," 0.97 
"
values_999," 258 
"," 33 
"," 122 
"," 20 
"," 380 
"," 53 
"," 2176.61 
"," 219075.77 
"," 0.01 
"," 100.65 
"," 12170.88 
"," 1.21 
"
values_134," 414 
"," 33 
"," 218 
"," 77 
"," 632 
"," 110 
"," 4285.82 
"," 200208.99 
"," 0.02 
"," 46.71 
"," 11122.72 
"," 1.14 
"
values_609," 1230 
"," 33 
"," 743 
"," 140 
"," 1973 
"," 173 
"," 14668.52 
"," 1284490.99 
"," 0.01 
"," 87.57 
"," 71360.61 
"," 3.94 
"
values_993," 1221 
"," 33 
"," 743 
"," 140 
"," 1964 
"," 173 
"," 14601.61 
"," 1278631.68 
"," 0.01 
"," 87.57 
"," 71035.09 
"," 3.93 
"
values_731," 1359 
"," 33 
"," 847 
"," 140 
"," 2206 
"," 173 
"," 16400.79 
"," 1637208.85 
"," 0.01 
"," 99.83 
"," 90956.05 
"," 4.63 
"
values_127," 1444 
"," 33 
"," 902 
"," 140 
"," 2346 
"," 173 
"," 17441.64 
"," 1854170.68 
"," 0.01 
"," 106.31 
"," 103009.48 
"," 5.03 
"
values_889," 772 
"," 33 
"," 442 
"," 129 
"," 1214 
"," 162 
"," 8910.58 
"," 503758.49 
"," 0.02 
"," 56.53 
"," 27986.58 
"," 2.11 
"
values_987," 608 
"," 33 
"," 343 
"," 125 
"," 951 
"," 158 
"," 6945.90 
"," 314482.36 
"," 0.02 
"," 45.28 
"," 17471.24 
"," 1.54 
"
values_780," 649 
"," 33 
"," 374 
"," 126 
"," 1023 
"," 159 
"," 7481.08 
"," 366394.76 
"," 0.02 
"," 48.98 
"," 20355.26 
"," 1.71 
"
values_435," 269 
"," 33 
"," 127 
"," 26 
"," 396 
"," 59 
"," 2329.53 
"," 187750.89 
"," 0.01 
"," 80.60 
"," 10430.60 
"," 1.09 
"
values_950," 381 
"," 33 
"," 199 
"," 71 
"," 580 
"," 104 
"," 3886.26 
"," 179725.61 
"," 0.02 
"," 46.25 
"," 9984.76 
"," 1.06 
"
values_976," 260 
"," 33 
"," 122 
"," 19 
"," 382 
"," 52 
"," 2177.57 
"," 230707.60 
"," 0.01 
"," 105.95 
"," 12817.09 
"," 1.25 
"
values_557," 759 
"," 33 
"," 442 
"," 129 
"," 1201 
"," 162 
"," 8815.16 
"," 498364.04 
"," 0.02 
"," 56.53 
"," 27686.89 
"," 2.10 
"
values_398," 281 
"," 33 
"," 134 
"," 33 
"," 415 
"," 66 
"," 2508.42 
"," 168064.38 
"," 0.01 
"," 67 
"," 9336.91 
"," 1.02 
"
values_892," 1386 
"," 33 
"," 847 
"," 140 
"," 2233 
"," 173 
"," 16601.52 
"," 1657247.22 
"," 0.01 
"," 99.83 
"," 92069.29 
"," 4.67 
"
values_670," 260 
"," 33 
"," 122 
"," 20 
"," 382 
"," 53 
"," 2188.07 
"," 220228.80 
"," 0.01 
"," 100.65 
"," 12234.93 
"," 1.22 
"
values_574," 648 
"," 33 
"," 374 
"," 123 
"," 1022 
"," 156 
"," 7445.68 
"," 373555.27 
"," 0.02 
"," 50.17 
"," 20753.07 
"," 1.73 
"
values_163," 408 
"," 33 
"," 218 
"," 83 
"," 626 
"," 116 
"," 4293.10 
"," 186051.41 
"," 0.02 
"," 43.34 
"," 10336.19 
"," 1.09 
"
values_900," 1396 
"," 33 
"," 847 
"," 140 
"," 2243 
"," 173 
"," 16675.87 
"," 1664668.83 
"," 0.01 
"," 99.83 
"," 92481.60 
"," 4.68 
"
values_392," 268 
"," 33 
"," 127 
"," 24 
"," 395 
"," 57 
"," 2303.99 
"," 201167.26 
"," 0.01 
"," 87.31 
"," 11175.96 
"," 1.14 
"
values_447," 753 
"," 33 
"," 442 
"," 132 
"," 1195 
"," 165 
"," 8802.76 
"," 486352.22 
"," 0.02 
"," 55.25 
"," 27019.57 
"," 2.06 
"
values_523," 267 
"," 33 
"," 127 
"," 26 
"," 394 
"," 59 
"," 2317.76 
"," 186802.65 
"," 0.01 
"," 80.60 
"," 10377.93 
"," 1.09 
"
values_679," 441 
"," 33 
"," 239 
"," 93 
"," 680 
"," 126 
"," 4744.55 
"," 201184.24 
"," 0.02 
"," 42.40 
"," 11176.90 
"," 1.14 
"
values_419," 290 
"," 33 
"," 143 
"," 39 
"," 433 
"," 72 
"," 2671.58 
"," 161630.44 
"," 0.02 
"," 60.50 
"," 8979.47 
"," 0.99 
"
values_895," 932 
"," 33 
"," 559 
"," 139 
"," 1491 
"," 172 
"," 11072.56 
"," 734732.12 
"," 0.02 
"," 66.36 
"," 40818.45 
"," 2.71 
"
values_298," 329 
"," 33 
"," 167 
"," 54 
"," 496 
"," 87 
"," 3195.70 
"," 163069.47 
"," 0.02 
"," 51.03 
"," 9059.41 
"," 0.99 
"
values_155," 413 
"," 33 
"," 218 
"," 78 
"," 631 
"," 111 
"," 4287.28 
"," 197709.40 
"," 0.02 
"," 46.12 
"," 10983.86 
"," 1.13 
"
values_12," 1268 
"," 33 
"," 794 
"," 139 
"," 2062 
"," 172 
"," 15312.96 
"," 1443273.83 
"," 0.01 
"," 94.25 
"," 80181.88 
"," 4.26 
"
values_160," 710 
"," 33 
"," 407 
"," 131 
"," 1117 
"," 164 
"," 8218.39 
"," 421302.05 
"," 0.02 
"," 51.26 
"," 23405.67 
"," 1.87 
"
values_626," 339 
"," 33 
"," 167 
"," 61 
"," 506 
"," 94 
"," 3316.62 
"," 149818.88 
"," 0.02 
"," 45.17 
"," 8323.27 
"," 0.94 
"
values_38," 407 
"," 33 
"," 218 
"," 86 
"," 625 
"," 119 
"," 4309.26 
"," 180237.35 
"," 0.02 
"," 41.83 
"," 10013.19 
"," 1.06 
"
values_146," 306 
"," 33 
"," 154 
"," 47 
"," 460 
"," 80 
"," 2908.09 
"," 157222.32 
"," 0.02 
"," 54.06 
"," 8734.57 
"," 0.97 
"
values_81," 1472 
"," 33 
"," 902 
"," 140 
"," 2374 
"," 173 
"," 17649.81 
"," 1876300.60 
"," 0.01 
"," 106.31 
"," 104238.92 
"," 5.07 
"
values_687," 272 
"," 33 
"," 127 
"," 25 
"," 399 
"," 58 
"," 2337.33 
"," 195915.37 
"," 0.01 
"," 83.82 
"," 10884.19 
"," 1.12 
"
values_213," 262 
"," 33 
"," 122 
"," 20 
"," 384 
"," 53 
"," 2199.52 
"," 221381.83 
"," 0.01 
"," 100.65 
"," 12298.99 
"," 1.22 
"
values_212," 1232 
"," 33 
"," 743 
"," 139 
"," 1975 
"," 172 
"," 14666.87 
"," 1293586.53 
"," 0.01 
"," 88.20 
"," 71865.92 
"," 3.96 
"
values_568," 647 
"," 33 
"," 374 
"," 122 
"," 1021 
"," 155 
"," 7428.92 
"," 375769.54 
"," 0.02 
"," 50.58 
"," 20876.09 
"," 1.74 
"
values_5," 1137 
"," 33 
"," 694 
"," 139 
"," 1831 
"," 172 
"," 13597.49 
"," 1120178.90 
"," 0.01 
"," 82.38 
"," 62232.16 
"," 3.60 
"
values_40," 1136 
"," 33 
"," 694 
"," 137 
"," 1830 
"," 170 
"," 13559.19 
"," 1133330.16 
"," 0.01 
"," 83.58 
"," 62962.79 
"," 3.62 
"
values_970," 1217 
"," 33 
"," 743 
"," 140 
"," 1960 
"," 173 
"," 14571.87 
"," 1276027.55 
"," 0.01 
"," 87.57 
"," 70890.42 
"," 3.92 
"
values_707," 266 
"," 33 
"," 127 
"," 25 
"," 393 
"," 58 
"," 2302.19 
"," 192969.28 
"," 0.01 
"," 83.82 
"," 10720.52 
"," 1.11 
"
values_406," 438 
"," 33 
"," 239 
"," 89 
"," 677 
"," 122 
"," 4692.11 
"," 207902.61 
"," 0.02 
"," 44.31 
"," 11550.15 
"," 1.17 
"
values_893," 1014 
"," 33 
"," 602 
"," 139 
"," 1616 
"," 172 
"," 12000.84 
"," 857585.48 
"," 0.01 
"," 71.46 
"," 47643.64 
"," 3.01 
"
values_144," 472 
"," 33 
"," 262 
"," 101 
"," 734 
"," 134 
"," 5186.51 
"," 221992.88 
"," 0.02 
"," 42.80 
"," 12332.94 
"," 1.22 
"
values_979," 281 
"," 33 
"," 134 
"," 33 
"," 415 
"," 66 
"," 2508.42 
"," 168064.38 
"," 0.01 
"," 67 
"," 9336.91 
"," 1.02 
"
values_831," 916 
"," 33 
"," 559 
"," 139 
"," 1475 
"," 172 
"," 10953.74 
"," 726847.67 
"," 0.02 
"," 66.36 
"," 40380.43 
"," 2.69 
"
values_402," 823 
"," 33 
"," 479 
"," 128 
"," 1302 
"," 161 
"," 9544.85 
"," 589357.44 
"," 0.02 
"," 61.75 
"," 32742.08 
"," 2.34 
"
values_404," 1455 
"," 33 
"," 902 
"," 140 
"," 2357 
"," 173 
"," 17523.42 
"," 1862864.58 
"," 0.01 
"," 106.31 
"," 103492.48 
"," 5.05 
"
values_310," 480 
"," 33 
"," 262 
"," 103 
"," 742 
"," 136 
"," 5258.90 
"," 220720.52 
"," 0.02 
"," 41.97 
"," 12262.25 
"," 1.22 
"
values_70," 1154 
"," 33 
"," 694 
"," 139 
"," 1848 
"," 172 
"," 13723.74 
"," 1130579.25 
"," 0.01 
"," 82.38 
"," 62809.96 
"," 3.62 
"
values_268," 1443 
"," 33 
"," 902 
"," 139 
"," 2345 
"," 172 
"," 17414.59 
"," 1864614.07 
"," 0.01 
"," 107.07 
"," 103589.67 
"," 5.05 
"
values_412," 1070 
"," 33 
"," 647 
"," 138 
"," 1717 
"," 171 
"," 12736.45 
"," 985275.37 
"," 0.01 
"," 77.36 
"," 54737.52 
"," 3.30 
"
