values_242,-68,-55,-18,-75,-108,-16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_505,-63,112,28,46,56,64,-83,0,98,118,-47,12,-4,-27,-81,-103,27,25,53,101,-99,-89,54,92,-120,114,-3,-38
values_924,-51,-12,-107,7,47,-16,-28,68,24,-77,-38,18,90,-117,40,83,63,40,121,1,90,-91,-32,-60,22,13,-22,0
values_862,22,-113,-39,-70,-93,38,-79,115,-39,66,-96,-28,26,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_287,-85,-67,-47,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_733,-47,-73,111,-36,-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_813,-13,109,31,29,-70,50,48,35,117,-63,-114,-103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_11,-125,45,-47,-63,42,-7,-11,-105,20,111,-77,-12,67,104,-10,-46,100,99,-83,-88,-15,-23,102,0,0,0,0,0
values_19,40,-63,-58,-35,92,-23,-118,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_999,-117,-103,-117,-41,-35,31,68,13,-9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_134,-106,-121,-103,-67,108,49,119,-10,-77,40,46,-46,91,104,-80,-110,-83,57,73,0,0,0,0,0,0,0,0,0
values_609,14,-117,-118,113,-45,-36,70,14,-92,-23,30,112,-77,-126,-6,-66,0,0,0,0,0,0,0,0,0,0,0,0
values_993,59,75,88,113,79,77,111,-7,18,-81,-68,-34,-117,13,-107,25,108,0,0,0,0,0,0,0,0,0,0,0
values_731,-40,60,53,-101,22,-76,94,-10,-32,-70,76,21,-9,-16,-2,21,-12,25,90,-13,0,0,0,0,0,0,0,0
values_127,17,30,-82,-81,-50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_889,-22,-61,97,11,53,-68,76,100,84,33,-10,3,77,-7,84,-17,69,-94,-67,-1,69,0,0,0,0,0,0,0
values_987,123,-121,-76,-16,-121,1,-87,-26,1,-98,-1,-121,20,-86,94,93,-104,-24,-88,-109,2,-45,107,-110,0,0,0,0
values_780,22,-92,7,14,117,19,100,14,-18,-99,63,-79,-59,-49,-113,-27,82,43,-78,116,71,69,44,0,0,0,0,0
values_435,28,-7,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_950,-114,45,63,-78,-118,-15,-42,8,-44,-77,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_976,4,17,-35,116,-119,32,-111,-78,34,55,64,77,-107,-44,60,14,0,0,0,0,0,0,0,0,0,0,0,0
values_557,13,21,-3,21,76,65,66,30,67,71,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_398,-66,-33,115,14,-14,102,34,-24,-23,-89,115,-15,5,71,-62,-36,84,-105,33,0,0,0,0,0,0,0,0,0
values_892,-70,-83,-67,117,125,-124,-66,49,12,-114,-94,79,-99,75,109,3,-39,93,-86,-12,84,0,0,0,0,0,0,0
values_670,68,34,-87,-114,16,114,31,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_574,31,40,-98,-47,-48,66,-114,0,89,37,-85,-99,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_163,-102,-106,27,-43,31,81,57,37,18,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_900,-63,-124,-73,36,-6,-17,7,20,110,-10,-66,94,-77,-51,65,0,0,0,0,0,0,0,0,0,0,0,0,0
values_392,-105,96,-83,68,98,-95,44,-90,-83,-81,69,-8,-108,115,24,5,0,0,0,0,0,0,0,0,0,0,0,0
values_447,-95,-28,49,68,4,85,23,-126,-37,-108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_523,112,-45,58,-125,16,64,-3,57,40,19,-15,35,114,104,-89,68,11,0,0,0,0,0,0,0,0,0,0,0
