values_242,-9,-75,-99,88,70,-107,40,-11,-2,-17,-117,-93,2,-59,-40,121,-107,-1,0,0,0,0,0,0,0,0,0,0
values_505,31,89,15,-93,-119,-103,16,104,81,21,-18,-81,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_924,-6,16,-48,106,49,89,-108,57,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_862,2,-99,-69,120,103,-27,-36,-17,80,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_287,37,37,-40,44,-5,-79,-11,73,-9,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_733,97,110,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_813,-102,-6,52,-66,-78,-108,-58,126,67,-31,48,71,118,84,104,48,80,80,6,-46,108,43,-8,-109,98,-83,-96,87
values_11,49,-2,101,-15,-115,20,-85,-120,59,22,20,-121,-57,80,86,-99,-46,-78,29,102,-111,-54,110,-53,51,0,0,0
values_19,-76,-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_999,-35,66,-34,96,-16,55,65,-117,36,-110,119,-65,-81,-85,55,0,0,0,0,0,0,0,0,0,0,0,0,0
values_134,107,20,14,67,96,-106,86,-20,45,111,84,-5,121,126,-125,110,58,96,0,0,0,0,0,0,0,0,0,0
values_609,-23,-21,-10,-50,-111,82,-123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_993,-77,-105,-121,73,-17,-113,27,14,-55,-62,-98,-31,20,100,98,-32,-5,-42,40,-122,-40,14,-97,3,47,-125,0,0
values_731,-29,24,-63,82,43,18,36,-121,89,-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_127,-126,54,5,-49,126,-42,83,112,21,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_889,-124,-72,93,-31,-25,-1,74,-120,-31,-62,-117,11,-45,124,-76,22,-23,-4,81,101,27,0,0,0,0,0,0,0
values_987,119,80,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_780,-62,-99,102,-108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_435,-40,-89,49,33,21,-75,-38,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_950,36,65,-29,54,-109,-30,-63,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_976,-59,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_557,-42,-79,-45,19,-46,49,80,119,-125,57,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_398,111,-89,101,-91,126,-6,-102,-48,-57,76,-80,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_892,66,-119,-122,-93,46,-90,-101,-47,-8,113,-94,-77,-108,-112,-37,-15,-65,66,51,-56,-11,95,-93,-123,23,0,0,0
values_670,3,40,-105,77,-67,-68,-79,48,-81,-72,-10,4,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_574,-23,60,52,20,-80,36,-55,-35,23,90,-9,73,-85,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_163,42,51,118,-126,21,-35,98,-34,92,-94,-114,2,-33,50,-63,-5,77,-91,-21,-23,97,55,-67,0,0,0,0,0
values_900,118,38,-30,-70,53,8,-23,121,-32,-45,66,-78,29,-106,-82,-112,-23,0,0,0,0,0,0,0,0,0,0,0
values_392,-69,36,-95,109,83,64,72,13,28,-92,-126,-72,7,-13,12,-82,124,115,-58,-79,-50,25,0,0,0,0,0,0
values_447,-119,104,80,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_523,91,97,-5,54,62,-70,-122,-53,-55,-12,16,-53,96,-115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_679,1,-109,76,63,-19,-48,4,45,119,31,-9,-105,18,101,82,-82,-13,17,65,123,-119,63,0,0,0,0,0,0
values_419,98,-26,-20,94,-57,122,-1,85,71,-77,56,-100,-30,46,57,18,13,-78,-2,-102,-12,-105,46,74,-47,0,0,0
values_895,20,-16,117,88,-110,14,-98,35,122,48,-21,-7,28,-37,57,-38,-98,-101,-48,114,59,-102,-8,18,101,4,-51,0
values_298,73,62,66,-63,26,-88,98,-3,124,60,49,121,43,36,-110,-73,121,-14,113,-54,-13,-13,-19,-91,-69,-96,-27,69
values_155,25,115,-24,-20,16,-119,16,-48,-119,1,-111,43,-26,-123,-44,-6,-32,0,0,0,0,0,0,0,0,0,0,0
