inputName,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_242,33,902,140,2349,173,17463.94,1856541.75,0.01,106.31,103141.21,5.04
values_505,33,602,136,1602,169,11856.21,865939.14,0.01,73.04,48107.73,3.03
values_924,33,374,127,1016,160,7439.08,361468.95,0.02,48.59,20081.61,1.69
values_862,33,407,131,1103,164,8115.38,416021.63,0.02,51.26,23112.31,1.86
values_287,33,199,79,583,112,3968.69,164951.73,0.02,41.56,9163.99,1.00
values_733,33,122,20,382,53,2188.07,220228.80,0.01,100.65,12234.93,1.22
values_813,33,218,78,642,111,4362.01,201156.00,0.02,46.12,11175.33,1.14
values_11,33,239,92,681,125,4743.70,203334.54,0.02,42.86,11296.36,1.15
values_19,33,154,45,469,78,2947.85,166455.47,0.02,56.47,9247.53,1.01
values_999,33,218,86,625,119,4309.26,180237.35,0.02,41.83,10013.19,1.06
values_134,33,602,138,1589,171,11786.97,848405.43,0.01,71.98,47133.64,2.99
values_609,33,902,140,2367,173,17597.77,1870768.12,0.01,106.31,103931.56,5.06
values_993,33,518,135,1408,168,10408.38,658966.29,0.02,63.31,36609.24,2.52
values_731,33,647,138,1686,171,12506.50,967486.48,0.01,77.36,53749.25,3.26
values_127,33,167,58,498,91,3240.88,153969.82,0.02,47.51,8553.88,0.96
values_889,33,559,135,1501,168,11095.87,758094.39,0.01,68.32,42116.36,2.77
values_987,33,218,88,632,121,4372.72,178734.99,0.02,40.88,9929.72,1.06
values_780,33,847,140,2217,173,16482.57,1645372.63,0.01,99.83,91409.59,4.65
values_435,33,794,140,2083,173,15486.33,1449188.69,0.01,93.58,80510.48,4.27
values_950,33,479,138,1295,171,9606.12,550159.14,0.02,57.27,30564.40,2.24
values_976,33,167,54,503,87,3240.80,165370.85,0.02,51.03,9187.27,1.00
values_557,33,199,79,584,112,3975.50,165234.67,0.02,41.56,9179.70,1.00
values_398,33,343,117,942,150,6809.55,329390.02,0.02,48.37,18299.45,1.59
values_892,33,479,128,1297,161,9508.20,587094.16,0.02,61.75,32616.34,2.34
values_670,33,167,58,506,91,3292.94,156443.23,0.02,47.51,8691.29,0.97
values_574,33,647,139,1713,172,12721.19,977014.96,0.01,76.80,54278.61,3.28
values_163,33,122,20,384,53,2199.52,221381.83,0.01,100.65,12298.99,1.22
values_900,33,794,140,2094,173,15568.11,1456841.63,0.01,93.58,80935.65,4.28
values_392,33,343,118,943,151,6825.82,327378.85,0.02,47.96,18187.71,1.58
values_447,33,647,136,1704,169,12611.10,989924.87,0.01,78.50,54995.83,3.31
values_523,33,694,139,1855,172,13775.72,1134861.74,0.01,82.38,63047.87,3.63
values_679,33,559,134,1477,167,10905.73,750664.27,0.01,68.83,41703.57,2.75
values_419,33,518,136,1395,169,10324.23,648832.11,0.02,62.85,36046.23,2.50
values_895,33,127,26,395,59,2323.64,187276.77,0.01,80.60,10404.26,1.09
values_298,33,694,139,1838,172,13649.47,1124461.39,0.01,82.38,62470.08,3.60
values_155,33,167,54,500,87,3221.47,164384.54,0.02,51.03,9132.47,1.00
values_12,33,154,48,465,81,2948.03,156061.35,0.02,52.94,8670.08,0.97
values_160,33,479,134,1284,167,9480.68,559183.02,0.02,58.98,31065.72,2.26
values_626,33,743,139,1996,172,14822.82,1307341.12,0.01,88.20,72630.06,3.99
values_38,33,343,126,949,159,6939.93,311718.34,0.02,44.92,17317.69,1.53
