id,depth,MSE,NRMSE,MAE,R2,time
"multi, feature: text",8,7204.21,8.377798951538972,27.27,0.99,0.01565384864807129
"multi, feature: data",8,21101.24,111.65567408227496,72.9,0.41,0.01565384864807129
"multi, feature: bss",8,1735.51,26.455016812656503,14.41,0.6,0.01565384864807129
"multi, feature: text",10,6925.86,8.05410484237768,27.09,0.99,0.03039073944091797
"multi, feature: data",10,20582.1,108.90868259537311,71.83,0.42,0.03039073944091797
"multi, feature: bss",10,1622.17,24.727333534803602,13.86,0.62,0.03039073944091797
"multi, feature: text",12,6446.46,7.496609042370769,25.45,0.99,0.027881383895874023
"multi, feature: data",12,19924.32,105.42808764939655,70.9,0.44,0.027881383895874023
"multi, feature: bss",12,1591.37,24.257837814335367,13.85,0.63,0.027881383895874023
"multi, feature: text",16,6702.61,7.794486700217599,26.31,0.99,0.031694889068603516
"multi, feature: data",16,19792.46,104.73036006634982,70.58,0.45,0.031694889068603516
"multi, feature: bss",16,1598.91,24.3727728056448,13.65,0.63,0.031694889068603516
Single:assemblyInstr,8,53447.14,0.2612281490888911,59.24,1.0,0.031763315200805664
Single:assemblyInstr,10,39783.25,0.19444454394081004,54.57,1.0,0.03387260437011719
Single:assemblyInstr,12,44464.84,0.21732627513340633,56.16,1.0,0.04545426368713379
Single:assemblyInstr,16,42929.79,0.20982356740650268,54.57,1.0,0.04763031005859375
Single:clockCycles,8,102975.03,0.41512532296633714,75.41,1.0,0.04678940773010254
Single:clockCycles,10,178426.65,0.7192949660422686,83.89,1.0,0.03130459785461426
Single:clockCycles,12,123307.49,0.4970919805550762,78.39,1.0,0.04235506057739258
Single:clockCycles,16,98452.27,0.39689262902393935,72.78,1.0,0.046933889389038086
Single:text,8,1156.08,1.3444091457488294,4.41,1.0,0.02787303924560547
Single:text,10,873.65,1.0159703914810956,2.85,1.0,0.031159400939941406
Single:text,12,1050.06,1.2211181471740846,3.96,1.0,0.015402555465698242
Single:text,16,927.16,1.0781973423746494,3.56,1.0,0.027034759521484375
Single:data,8,573.05,3.0322523241689896,9.65,0.98,0.020362377166748047
Single:data,10,587.85,3.1105654458821057,9.63,0.98,0.021755695343017578
Single:data,12,553.39,2.9282228665419723,9.56,0.98,0.03945016860961914
Single:data,16,530.97,2.8095890700008876,9.6,0.99,0.03941965103149414
Single:bss,8,0.39,0.005944913343591242,0.05,1.0,0.016017913818359375
Single:bss,10,0.37,0.005640045992637844,0.05,1.0,0.031583309173583984
Single:bss,12,0.44,0.006707081720974734,0.05,1.0,0.009531736373901367
Single:bss,16,0.46,0.007011949071928131,0.05,1.0,0.015748262405395508
