inputName,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_242,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_505,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_924,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_862,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_287,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_733,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_813,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_11,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_19,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_999,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_134,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_609,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_993,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_731,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_127,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_889,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_987,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_780,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_435,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_950,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_976,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_557,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_398,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_892,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_670,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_574,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_163,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_900,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_392,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_447,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_523,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_679,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_419,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_895,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_298,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_155,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_12,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_160,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_626,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_38,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_146,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_81,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_687,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_213,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_212,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_568,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_5,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_40,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_970,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_707,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_406,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_893,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_144,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_979,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_831,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_402,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_404,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_310,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_70,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_268,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_412,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_290,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_916,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_567,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_913,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_232,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_319,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_23,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_899,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_428,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_858,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_546,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_432,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_231,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_388,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_350,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_603,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_364,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_530,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_72,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_536,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_79,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_342,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_803,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_501,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_540,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_955,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_191,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_812,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_545,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_78,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_526,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_695,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_87,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_300,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_964,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_998,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_988,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_6,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_625,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_518,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_122,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_541,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_279,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_256,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_796,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_504,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_752,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_459,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_658,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_408,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_867,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_727,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_177,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_823,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_822,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_218,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_426,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_776,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_143,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_739,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_312,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_174,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_669,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_120,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_974,45,236,125,645,170,4779.06,203014.35,0.02,42.48,11278.57,1.15
values_217,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_866,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_192,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_328,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_68,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_387,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_69,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
values_749,45,236,126,645,171,4784.51,201633.13,0.02,42.14,11201.84,1.15
