values_242,121,10,190,78,227,64,160,139,124,155,119,159,188,86,80,136,231,100,58,0,0,0,0,0,0,0,0,0
values_505,122,234,23,130,96,123,15,117,49,160,110,27,233,112,155,0,0,0,0,0,0,0,0,0,0,0,0,0
values_924,189,6,101,239,103,102,128,168,248,239,67,185,78,66,245,233,51,110,237,146,219,83,0,0,0,0,0,0
values_862,35,139,45,253,92,248,57,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_287,242,32,61,166,71,25,209,59,119,47,10,249,66,164,206,23,134,37,198,117,31,164,0,0,0,0,0,0
values_733,1,187,10,61,211,204,157,159,45,34,228,143,61,204,211,54,194,251,30,192,36,0,0,0,0,0,0,0
values_813,21,241,201,218,218,154,141,199,196,242,25,112,108,20,224,0,0,0,0,0,0,0,0,0,0,0,0,0
values_11,209,159,44,117,56,172,152,106,130,60,119,94,137,139,186,161,230,54,220,154,102,184,0,0,0,0,0,0
values_19,88,191,249,225,38,95,134,46,247,34,86,109,54,146,76,129,21,74,97,0,0,0,0,0,0,0,0,0
values_999,90,84,144,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_134,6,200,146,21,231,107,226,217,129,82,0,143,77,191,60,153,41,163,231,248,161,208,207,180,143,214,60,6
values_609,83,25,97,133,67,194,114,217,230,189,201,67,180,250,130,0,0,0,0,0,0,0,0,0,0,0,0,0
values_993,178,135,7,116,65,202,61,31,202,215,139,162,114,60,115,142,17,0,0,0,0,0,0,0,0,0,0,0
values_731,56,56,88,166,111,2,71,233,147,143,148,220,79,157,172,0,0,0,0,0,0,0,0,0,0,0,0,0
values_127,211,155,44,228,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_889,26,13,72,204,94,109,4,30,113,71,54,31,48,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_987,157,18,212,91,8,118,151,189,47,228,105,189,148,44,140,44,110,221,67,96,86,214,239,157,204,25,28,0
values_780,212,149,95,126,179,97,85,166,228,222,10,63,31,15,241,192,66,51,0,27,217,204,193,21,65,36,65,0
values_435,133,221,171,221,37,160,121,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_950,67,165,236,243,228,7,82,237,54,239,224,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_976,67,114,242,30,30,24,1,187,100,234,54,163,66,170,71,91,217,73,91,0,0,0,0,0,0,0,0,0
