id,epochs,MSE,MAE,RMSPE,RMSE,R2,time,MAPE
"Single, feature removed:assemblyInstr",150,3989894.75,829.5021362304688,57108.540154347465,3989894.75,1.0,16.933491468429565,5688.585792115774
"Single, feature removed:assemblyInstr",250,4037894.75,803.4479370117188,57204.77133946007,4037894.75,1.0,24.61596918106079,5690.63871669923
"Single, feature removed:assemblyInstr",500,26704000.0,2399.396728515625,55379.14057548969,26704000.0,1.0,40.247647285461426,5287.159154571882
"Single, feature removed:assemblyInstr",1000,12544190.0,1461.786865234375,57918.72371399277,12544190.0,1.0,92.1391122341156,5856.401002356468
"Single, feature removed:assemblyInstr",1300,3767073.75,938.7225952148438,56441.30122744098,3767073.75,1.0,131.95811676979065,5500.484298026933
"Single, feature removed:clockCycles",150,18861208.0,1362.1207275390625,51641.09286677235,18861208.0,1.0,16.338589191436768,5053.35242418498
"Single, feature removed:clockCycles",250,41525760.0,2908.206298828125,52532.67287328126,41525760.0,1.0,25.49728298187256,5311.018391314801
"Single, feature removed:clockCycles",500,18386680.0,1434.0009765625,51469.967605656384,18386680.0,1.0,48.68562984466553,5030.973638984418
"Single, feature removed:clockCycles",1000,13940968.0,1301.5941162109375,51618.55859434902,13940968.0,1.0,98.59044933319092,5074.851155808349
"Single, feature removed:clockCycles",1300,20664442.0,2029.5765380859375,51488.7141778724,20664442.0,1.0,123.3924458026886,5000.6159766712035
"Single, feature removed:text",150,234623.984375,374.348876953125,138.86977797927096,234623.984375,0.32,17.370128870010376,82.92233137394382
"Single, feature removed:text",250,275938.78125,365.23529052734375,225.977188731061,275938.78125,0.2,22.315762519836426,112.4568220472457
"Single, feature removed:text",500,42350.015625,146.5998077392578,185.84166081889688,42350.015625,0.88,46.825801372528076,105.03223909629382
"Single, feature removed:text",1000,14398.0517578125,91.50775146484375,195.74687039060095,14398.0517578125,0.96,86.46394562721252,112.67620037243611
"Single, feature removed:text",1300,159778.859375,215.9060821533203,241.15248578745704,159778.859375,0.54,118.74052882194519,124.24003427113372
"Single, feature removed:data",150,4048.00732421875,35.340755462646484,8552.92961092305,4048.00732421875,0.89,15.16996455192566,2310.5438319775485
"Single, feature removed:data",250,7212.13623046875,53.7494010925293,6903.29444560212,7212.13623046875,0.8,22.771573543548584,2187.8168575189266
"Single, feature removed:data",500,1806.39404296875,26.716995239257812,7276.363218493987,1806.39404296875,0.95,56.50845527648926,2082.7139094356457
"Single, feature removed:data",1000,268.2403869628906,11.41948413848877,8264.664355999723,268.2403869628906,0.99,93.91190695762634,2199.583849549506
"Single, feature removed:data",1300,1350.4615478515625,24.903532028198242,7437.193567010125,1350.4615478515625,0.96,139.62221240997314,2080.296960333972
"Single, feature removed:bss",150,3381.39892578125,28.244199752807617,523.2565400725301,3381.39892578125,0.21,18.553734302520752,291.73493581129765
"Single, feature removed:bss",250,4236.56640625,30.328004837036133,792.6267867476179,4236.56640625,0.01,35.625067710876465,366.46182650336584
"Single, feature removed:bss",500,171.64488220214844,8.053743362426758,943.5557073125558,171.64488220214844,0.96,57.12163853645325,331.51858221709114
"Single, feature removed:bss",1000,42.70749282836914,4.455974578857422,840.2617807411003,42.70749282836914,0.99,232.02056741714478,297.4664069335419
"Single, feature removed:bss",1300,73.276123046875,5.293058395385742,844.4116224064023,73.276123046875,0.98,127.79296445846558,299.7391219617902
