inputName,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_242," 122 
"," 47 
"," 367 
"," 80 
"," 2320.15 
"," 99371.43 
"," 0.02 
"," 42.83 
"," 5520.63 
"," 0.72 
"
values_505," 115 
"," 40 
"," 350 
"," 73 
"," 2166.44 
"," 102770.43 
"," 0.02 
"," 47.44 
"," 5709.47 
"," 0.73 
"
values_924," 111 
"," 35 
"," 340 
"," 68 
"," 2069.74 
"," 108306.40 
"," 0.02 
"," 52.33 
"," 6017.02 
"," 0.76 
"
values_862," 105 
"," 33 
"," 323 
"," 66 
"," 1952.34 
"," 102497.81 
"," 0.02 
"," 52.50 
"," 5694.32 
"," 0.73 
"
values_287," 102 
"," 30 
"," 318 
"," 63 
"," 1900.78 
"," 106633.48 
"," 0.02 
"," 56.10 
"," 5924.08 
"," 0.75 
"
values_733," 104 
"," 32 
"," 321 
"," 65 
"," 1933.18 
"," 103666.78 
"," 0.02 
"," 53.62 
"," 5759.27 
"," 0.74 
"
values_813," 100 
"," 28 
"," 312 
"," 61 
"," 1850.39 
"," 109040.84 
"," 0.02 
"," 58.93 
"," 6057.82 
"," 0.76 
"
values_11," 117 
"," 43 
"," 354 
"," 76 
"," 2211.77 
"," 99298.02 
"," 0.02 
"," 44.90 
"," 5516.56 
"," 0.71 
"
values_19," 120 
"," 45 
"," 364 
"," 78 
"," 2287.89 
"," 100667.00 
"," 0.02 
"," 44 
"," 5592.61 
"," 0.72 
"
values_999," 105 
"," 33 
"," 323 
"," 66 
"," 1952.34 
"," 102497.81 
"," 0.02 
"," 52.50 
"," 5694.32 
"," 0.73 
"
values_134," 112 
"," 38 
"," 341 
"," 71 
"," 2097.06 
"," 101983.52 
"," 0.02 
"," 48.63 
"," 5665.75 
"," 0.73 
"
values_609," 116 
"," 43 
"," 353 
"," 76 
"," 2205.52 
"," 98171.21 
"," 0.02 
"," 44.51 
"," 5453.96 
"," 0.71 
"
values_993," 117 
"," 42 
"," 353 
"," 75 
"," 2198.77 
"," 101065.03 
"," 0.02 
"," 45.96 
"," 5614.72 
"," 0.72 
"
values_731," 101 
"," 29 
"," 315 
"," 62 
"," 1875.57 
"," 107780.71 
"," 0.02 
"," 57.47 
"," 5987.82 
"," 0.75 
"
values_127," 113 
"," 39 
"," 345 
"," 72 
"," 2128.62 
"," 101764.61 
"," 0.02 
"," 47.81 
"," 5653.59 
"," 0.73 
"
values_889," 115 
"," 42 
"," 348 
"," 75 
"," 2167.63 
"," 97930.38 
"," 0.02 
"," 45.18 
"," 5440.58 
"," 0.71 
"
values_987," 111 
"," 39 
"," 337 
"," 72 
"," 2079.26 
"," 97645.47 
"," 0.02 
"," 46.96 
"," 5424.75 
"," 0.71 
"
values_780," 108 
"," 36 
"," 332 
"," 69 
"," 2028.03 
"," 100387.49 
"," 0.02 
"," 49.50 
"," 5577.08 
"," 0.72 
"
values_435," 126 
"," 51 
"," 376 
"," 84 
"," 2403.51 
"," 97978.43 
"," 0.02 
"," 40.76 
"," 5443.25 
"," 0.71 
"
values_950," 111 
"," 39 
"," 338 
"," 72 
"," 2085.43 
"," 97935.22 
"," 0.02 
"," 46.96 
"," 5440.85 
"," 0.71 
"
values_976," 123 
"," 47 
"," 369 
"," 80 
"," 2332.79 
"," 100731.92 
"," 0.02 
"," 43.18 
"," 5596.22 
"," 0.72 
"
values_557," 119 
"," 45 
"," 355 
"," 78 
"," 2231.32 
"," 97359.83 
"," 0.02 
"," 43.63 
"," 5408.88 
"," 0.71 
"
values_398," 113 
"," 40 
"," 342 
"," 73 
"," 2116.92 
"," 98674.93 
"," 0.02 
"," 46.61 
"," 5481.94 
"," 0.71 
"
values_892," 106 
"," 34 
"," 326 
"," 67 
"," 1977.55 
"," 101727.25 
"," 0.02 
"," 51.44 
"," 5651.51 
"," 0.73 
"
values_670," 117 
"," 45 
"," 353 
"," 78 
"," 2218.75 
"," 95184.25 
"," 0.02 
"," 42.90 
"," 5288.01 
"," 0.69 
"
values_574," 113 
"," 39 
"," 343 
"," 72 
"," 2116.28 
"," 101174.67 
"," 0.02 
"," 47.81 
"," 5620.81 
"," 0.72 
"
