values_242,-64,36,109,112,36,45,-73,52,-61,-121,-42,8,64,-101,36,-70,-98,-47,-126,-35,107,-99,19,40,0,0,0,0
values_505,1,11,-69,-21,-49,-48,91,-41,-52,102,-84,122,0,52,-72,-22,25,0,0,0,0,0,0,0,0,0,0,0
values_924,-126,-16,64,27,53,111,53,-76,-95,-88,-126,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_862,16,61,6,25,-51,-38,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_287,-63,-112,91,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_733,-103,-54,78,101,102,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_813,-6,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_11,104,-88,-105,-119,100,-60,65,109,-64,8,31,47,115,-55,-119,77,-108,47,-11,0,0,0,0,0,0,0,0,0
values_19,-82,-102,-53,-57,4,-89,80,-114,80,-33,27,-125,-79,-31,13,115,-31,-33,126,-12,15,78,0,0,0,0,0,0
values_999,49,-42,78,48,33,77,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_134,-72,-4,120,-18,21,97,5,82,-119,101,18,-22,-9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_609,124,116,-80,-17,37,33,-7,-56,-70,-47,44,-80,-50,34,52,-90,-96,27,0,0,0,0,0,0,0,0,0,0
values_993,101,109,-32,80,9,24,-83,36,74,-117,-80,35,-97,-83,86,-9,-125,112,47,0,0,0,0,0,0,0,0,0
values_731,-102,121,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_127,44,-71,-80,2,93,-81,14,-29,-14,-105,78,-50,18,71,-109,0,0,0,0,0,0,0,0,0,0,0,0,0
values_889,5,-73,-3,47,84,-67,26,-101,-110,44,76,-117,103,44,92,-15,95,0,0,0,0,0,0,0,0,0,0,0
values_987,62,94,-111,68,-28,106,38,-85,34,5,-107,29,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_780,-90,-65,-53,110,123,83,-124,120,99,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
values_435,-114,-35,-15,89,119,64,8,-52,85,-25,37,118,-28,-38,6,18,20,65,37,-123,-121,-111,20,-45,77,-50,-36,96
values_950,26,-46,86,106,32,126,109,19,-75,-37,95,-47,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
