inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_242," 260 
"," 31 
"," 135 
"," 44 
"," 395 
"," 75 
"," 2460.38 
"," 117008.01 
"," 0.02 
"," 47.56 
"," 6500.44 
"," 0.80 
"
values_505," 241 
"," 31 
"," 124 
"," 33 
"," 365 
"," 64 
"," 2190 
"," 127550.91 
"," 0.02 
"," 58.24 
"," 7086.16 
"," 0.84 
"
values_924," 264 
"," 31 
"," 135 
"," 44 
"," 399 
"," 75 
"," 2485.30 
"," 118192.90 
"," 0.02 
"," 47.56 
"," 6566.27 
"," 0.80 
"
values_862," 252 
"," 31 
"," 130 
"," 38 
"," 382 
"," 69 
"," 2333.46 
"," 123734.59 
"," 0.02 
"," 53.03 
"," 6874.14 
"," 0.83 
"
values_287," 247 
"," 31 
"," 129 
"," 39 
"," 376 
"," 70 
"," 2304.61 
"," 118155.60 
"," 0.02 
"," 51.27 
"," 6564.20 
"," 0.80 
"
values_733," 267 
"," 31 
"," 136 
"," 47 
"," 403 
"," 78 
"," 2533.02 
"," 113608.51 
"," 0.02 
"," 44.85 
"," 6311.58 
"," 0.78 
"
values_813," 256 
"," 31 
"," 133 
"," 43 
"," 389 
"," 74 
"," 2415.48 
"," 115802.48 
"," 0.02 
"," 47.94 
"," 6433.47 
"," 0.79 
"
values_11," 249 
"," 31 
"," 130 
"," 40 
"," 379 
"," 71 
"," 2330.75 
"," 117411.74 
"," 0.02 
"," 50.38 
"," 6522.87 
"," 0.80 
"
values_19," 245 
"," 31 
"," 127 
"," 37 
"," 372 
"," 68 
"," 2264.54 
"," 120479.44 
"," 0.02 
"," 53.20 
"," 6693.30 
"," 0.81 
"
values_999," 246 
"," 31 
"," 127 
"," 38 
"," 373 
"," 69 
"," 2278.48 
"," 118031.24 
"," 0.02 
"," 51.80 
"," 6557.29 
"," 0.80 
"
