inputName,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_1," 120 
"," 43 
"," 362 
"," 76 
"," 2261.75 
"," 104145.69 
"," 0.02 
"," 46.05 
"," 5785.87 
"," 0.74 
"
values_0," 109 
"," 32 
"," 336 
"," 65 
"," 2023.52 
"," 113727.90 
"," 0.02 
"," 56.20 
"," 6318.22 
"," 0.78 
"
values_242," 126 
"," 46 
"," 378 
"," 79 
"," 2382.83 
"," 107693.52 
"," 0.02 
"," 45.20 
"," 5982.97 
"," 0.75 
"
values_505," 119 
"," 39 
"," 361 
"," 72 
"," 2227.34 
"," 112138.15 
"," 0.02 
"," 50.35 
"," 6229.90 
"," 0.78 
"
values_924," 115 
"," 34 
"," 351 
"," 67 
"," 2129.20 
"," 118828.00 
"," 0.02 
"," 55.81 
"," 6601.56 
"," 0.81 
"
values_862," 109 
"," 32 
"," 334 
"," 65 
"," 2011.47 
"," 113050.95 
"," 0.02 
"," 56.20 
"," 6280.61 
"," 0.78 
"
values_287," 106 
"," 29 
"," 329 
"," 62 
"," 1958.93 
"," 118143.78 
"," 0.02 
"," 60.31 
"," 6563.54 
"," 0.80 
"
values_733," 108 
"," 31 
"," 332 
"," 64 
"," 1992 
"," 114507.87 
"," 0.02 
"," 57.48 
"," 6361.55 
"," 0.79 
"
values_813," 104 
"," 27 
"," 323 
"," 60 
"," 1907.93 
"," 121259.28 
"," 0.02 
"," 63.56 
"," 6736.63 
"," 0.82 
"
values_11," 121 
"," 42 
"," 365 
"," 75 
"," 2273.52 
"," 108073.34 
"," 0.02 
"," 47.54 
"," 6004.07 
"," 0.76 
"
values_19," 124 
"," 44 
"," 375 
"," 77 
"," 2350.04 
"," 109277.09 
"," 0.02 
"," 46.50 
"," 6070.95 
"," 0.76 
"
values_999," 109 
"," 32 
"," 334 
"," 65 
"," 2011.47 
"," 113050.95 
"," 0.02 
"," 56.20 
"," 6280.61 
"," 0.78 
"
values_134," 116 
"," 37 
"," 352 
"," 70 
"," 2157.51 
"," 111607.29 
"," 0.02 
"," 51.73 
"," 6200.40 
"," 0.77 
"
values_609," 120 
"," 42 
"," 364 
"," 75 
"," 2267.29 
"," 106886.53 
"," 0.02 
"," 47.14 
"," 5938.14 
"," 0.75 
"
values_993," 121 
"," 41 
"," 364 
"," 74 
"," 2260.24 
"," 110062.71 
"," 0.02 
"," 48.70 
"," 6114.60 
"," 0.77 
"
values_731," 105 
"," 28 
"," 326 
"," 61 
"," 1933.42 
"," 119630.39 
"," 0.02 
"," 61.88 
"," 6646.13 
"," 0.81 
"
values_127," 117 
"," 38 
"," 356 
"," 71 
"," 2189.31 
"," 111222.71 
"," 0.02 
"," 50.80 
"," 6179.04 
"," 0.77 
"
values_889," 119 
"," 41 
"," 359 
"," 74 
"," 2229.19 
"," 106756.63 
"," 0.02 
"," 47.89 
"," 5930.92 
"," 0.75 
"
values_987," 115 
"," 38 
"," 348 
"," 71 
"," 2140.11 
"," 106864.80 
"," 0.02 
"," 49.93 
"," 5936.93 
"," 0.75 
"
values_780," 112 
"," 35 
"," 343 
"," 68 
"," 2088.00 
"," 110246.39 
"," 0.02 
"," 52.80 
"," 6124.80 
"," 0.77 
"
values_435," 130 
"," 50 
"," 387 
"," 83 
"," 2467.14 
"," 105840.32 
"," 0.02 
"," 42.90 
"," 5880.02 
"," 0.75 
"
values_950," 115 
"," 38 
"," 349 
"," 71 
"," 2146.26 
"," 107171.89 
"," 0.02 
"," 49.93 
"," 5953.99 
"," 0.75 
"
values_976," 127 
"," 46 
"," 380 
"," 79 
"," 2395.44 
"," 109122.56 
"," 0.02 
"," 45.55 
"," 6062.36 
"," 0.76 
"
values_557," 123 
"," 44 
"," 366 
"," 77 
"," 2293.64 
"," 105794.32 
"," 0.02 
"," 46.12 
"," 5877.46 
"," 0.75 
"
values_398," 117 
"," 39 
"," 353 
"," 72 
"," 2177.98 
"," 107810.18 
"," 0.02 
"," 49.50 
"," 5989.45 
"," 0.76 
"
values_892," 110 
"," 33 
"," 337 
"," 66 
"," 2036.96 
"," 112032.85 
"," 0.02 
"," 55 
"," 6224.05 
"," 0.77 
"
values_670," 121 
"," 44 
"," 364 
"," 77 
"," 2281.11 
"," 103505.38 
"," 0.02 
"," 45.38 
"," 5750.30 
"," 0.73 
"
values_574," 117 
"," 38 
"," 354 
"," 71 
"," 2177.01 
"," 110597.86 
"," 0.02 
"," 50.80 
"," 6144.33 
"," 0.77 
"
values_163," 107 
"," 30 
"," 332 
"," 63 
"," 1984.46 
"," 116785.29 
"," 0.02 
"," 58.85 
"," 6488.07 
"," 0.80 
"
values_900," 120 
"," 42 
"," 365 
"," 75 
"," 2273.52 
"," 107180.17 
"," 0.02 
"," 47.14 
"," 5954.45 
"," 0.75 
"
