inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,AnalysisSummary,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_242,59,26,12,76,113,126,19,88,50,111,118,27,117,10,11,12
values_505,59,26,12,86,23,37,21,83,70,22,42,25,10,11,12,13
values_924,59,26,12,66,53,105,113,106,72,49,11,38,10,11,12,13
values_862,59,26,12,122,87,17,54,71,73,71,20,10,59,59,53,60
values_287,59,26,12,66,61,70,80,77,115,55,62,82,49,10,11,12
values_733,59,26,12,115,126,85,35,55,37,39,15,72,57,59,59,53
values_813,59,26,12,34,53,109,53,113,76,50,118,17,109,10,11,12
values_11,59,26,12,57,108,84,113,69,78,54,70,10,11,59,59,53
values_19,59,26,12,20,12,10,50,23,59,10,11,12,13,14,15,16
values_999,59,26,12,109,22,124,44,84,10,19,76,100,10,11,12,13
values_134,59,26,12,47,96,74,59,16,116,119,45,65,70,10,11,12
values_609,59,26,12,34,94,16,72,10,72,99,113,30,72,10,11,59
values_993,59,26,12,10,113,97,47,65,54,55,10,59,59,53,60,60
values_731,59,26,12,93,46,54,58,62,109,37,126,44,77,10,11,12
values_127,59,26,12,40,62,115,41,46,28,43,76,45,74,10,11,12
values_889,59,26,12,19,31,14,52,94,82,38,113,31,29,10,11,59
values_987,59,26,12,126,38,15,124,81,36,24,82,25,68,10,59,59
values_780,59,26,12,22,110,86,90,15,63,12,122,72,10,11,12,13
values_435,59,26,12,104,95,73,65,59,59,53,60,60,19,22,30,30
values_950,59,26,12,98,24,98,24,61,68,40,110,64,10,11,59,59
values_976,59,26,12,26,31,101,86,13,71,59,59,53,60,60,19,22
values_557,59,26,12,99,125,94,47,122,108,115,96,18,10,11,12,13
values_398,59,26,12,87,72,107,96,53,123,59,59,53,60,60,19,22
values_892,59,26,12,123,98,71,28,27,86,96,90,54,10,11,12,59
values_670,59,26,12,82,31,12,78,23,32,17,102,43,21,10,11,12
values_574,59,26,12,18,104,66,108,81,25,59,59,53,60,60,19,22
values_163,59,26,12,58,12,32,55,120,73,120,25,74,10,11,12,13
values_900,59,26,12,82,15,56,77,106,56,86,20,24,10,11,12,13
values_392,59,26,12,92,82,109,61,116,29,86,55,10,11,12,13,14
values_447,59,26,12,96,69,112,76,95,122,101,33,19,66,10,11,12
values_523,59,26,12,63,83,41,122,28,59,59,53,60,60,19,22,30
values_679,59,26,12,35,68,69,88,29,68,73,33,59,59,53,60,60
values_419,59,26,12,67,47,109,65,29,10,50,38,20,10,11,12,13
values_895,59,26,12,18,62,22,35,13,17,126,10,59,59,53,60,60
values_298,59,26,12,102,44,118,59,59,53,60,60,19,22,30,30,28
values_155,59,26,12,87,113,116,59,59,53,60,60,19,22,30,30,28
values_12,59,26,12,64,105,79,47,115,59,59,53,60,60,19,22,30
values_160,59,26,12,32,30,101,44,102,95,59,59,53,60,60,19,22
values_626,59,26,12,23,74,38,91,14,43,22,112,59,59,53,60,60
values_38,59,26,12,97,65,61,59,59,53,60,60,19,22,30,30,28
values_146,59,26,12,86,70,126,23,58,113,105,36,52,10,11,12,13
values_81,59,26,12,79,92,100,11,103,59,59,53,60,60,19,22,30
values_687,59,26,12,125,113,32,31,86,11,98,20,65,10,11,12,13
values_213,59,26,12,40,24,107,93,14,116,102,70,65,10,11,12,13
values_212,59,26,12,48,113,66,55,110,39,58,94,10,10,11,12,13
values_568,59,26,12,88,28,26,101,53,32,83,51,35,10,11,12,13
values_5,59,26,12,61,85,121,12,87,62,50,57,98,57,10,11,12
values_40,59,26,12,84,13,46,120,105,94,98,113,10,11,12,13,59
values_970,59,26,12,117,112,117,108,85,55,117,74,59,59,53,60,60
values_707,59,26,12,121,76,30,93,123,83,62,70,102,10,11,12,13
values_406,59,26,12,98,125,46,32,20,52,125,30,46,27,10,11,12
values_893,59,26,12,103,94,67,82,70,107,59,59,53,60,60,19,22
values_144,59,26,12,17,96,113,116,14,80,73,70,89,108,10,11,12
values_979,59,26,12,18,44,30,36,47,98,119,66,46,59,59,53,60
values_831,59,26,12,10,59,69,102,33,67,115,119,33,75,10,11,12
values_402,59,26,12,48,95,59,59,53,60,60,19,22,30,30,28,31
values_404,59,26,12,72,84,117,96,23,26,101,17,113,10,11,12,13
values_310,59,26,12,24,55,121,64,85,85,11,38,16,10,59,59,53
