feature	ExtraTreesRegressor	GradientBoostingRegressor	AdaBoostRegressor	RandomForestRegressor	sum	avg
Total_Operands	0.00018822458230302122	0.0003913037083912388	0.0	0.00018577144763230426	0.0007652997383265643	0.00019132493458164107
DistinctOperands	0.0008554492019031398	6.741704451185379e-05	0.0	0.00013118253417302374	0.0010540487805880173	0.00026351219514700433
ProgramLength	0.0003679306770228635	3.3599343168509866e-05	4.703495253005868e-08	0.0003408343767431791	0.0007424114318870825	0.00018560285797177063
VocabularySize	0.000685507896923005	0.0029684417435339736	0.015190134077673017	0.005328754985800929	0.024172838703930923	0.006043209675982731
ProgramVolume	0.00036396279294111084	2.2746530348876678e-05	5.78541343806455e-08	0.0002925215925535905	0.0006792887699779587	0.00016982219249448967
Effort	0.0005004554801759654	0.00023969950313235287	0.0	0.0002311427688540094	0.0009712977521623276	0.0002428244380405819
ProgramLevel	0.00011554298196259423	1.1131122617491004e-06	0.0	1.0519403622354135e-05	0.00012717549784669748	3.179387446167437e-05
ProgramLevel.1	9.375399931934794e-05	3.5551618632808445e-06	5.04995908596897e-08	1.2064965728439397e-05	0.00010942462650192787	2.7356156625481966e-05
DifficultyLevel	0.0003344593990616424	0.000100442390160475	1.0026145662940258e-07	0.00030955450230599055	0.0007445565529847374	0.00018613913824618434
TimeToImplement	0.00043516566837238717	0.0003374483756610372	2.8972861187042734e-07	0.0002472343049134107	0.0010201380775587054	0.00025503451938967635
BugsDelivered	0.0004843703479282153	4.680443915044863e-05	0.0	0.00018897479588508923	0.0007201495829637531	0.00018003739574093828
Sloc	0.10788434263417716	0.38093655979392604	0.20783065795062222	0.3244262128109938	1.0210777731897194	0.25526944329742984
DecisionPoint	0.09556933536634168	0.019172705036954115	0.03844456250563528	0.033712613582198805	0.1868992164911299	0.04672480412278247
GlobalVariables	0.16936525209897368	0.23115370261908985	0.12690010934443277	0.3410043471981975	0.8684234112606938	0.21710585281517344
If	0.04671330124905151	0.04930297842887868	0.0005515060960317822	0.022803851028281603	0.11937163680224358	0.029842909200560895
Loop	0.048463475943705425	0.02775109830416982	0.024925801506676705	0.02561408146849488	0.12675445722304685	0.03168861430576171
Goto	0.00018371093759645855	0.0011945015000055547	0.0	0.00012782311057682124	0.0015060355481788345	0.00037650888704470864
Assignment	0.06562609541412039	0.09543058531818006	0.05260073734619443	0.02572280841361563	0.2393802264921105	0.05984505662302762
ExitPoint	0.04609252190102153	0.04316479270001616	0.006643184312239268	0.01648409811860956	0.11238459703188652	0.02809614925797163
