feature	ExtraTreesRegressor	GradientBoostingRegressor	AdaBoostRegressor	RandomForestRegressor	sum	avg
Total_Operands	0.02675720887970351	0.006208790119656264	0.027697623750130355	0.025298247266191665	0.08596187001568178	0.021490467503920446
DistinctOperands	0.0009019109333369462	0.00028180369451025775	0.0	0.00010162784627152689	0.001285342474118731	0.0003213356185296827
ProgramLength	0.01021563821573563	0.01692446632227558	0.015379552980577808	0.01187393513866287	0.05439359265725189	0.013598398164312972
VocabularySize	0.0004051090041038819	0.0005451070859807349	0.0	1.8086052145293257e-05	0.00096830214222991	0.0002420755355574775
ProgramVolume	0.017585206212341196	0.0235346086549485	0.03005417222063268	0.015634599126567866	0.08680858621449024	0.02170214655362256
Effort	0.021501502833040476	0.014090382280757742	0.020336503191202473	0.017575907300845503	0.07350429560584619	0.018376073901461547
ProgramLevel	0.0007589313260988184	1.5199820970122345e-07	0.0	4.944798374858613e-06	0.0007640281226833783	0.00019100703067084456
ProgramLevel.1	0.0004615893010457173	0.0004209042507477083	0.0	0.00010576875010536063	0.0009882623018987863	0.0002470655754746966
DifficultyLevel	0.01236225640015582	0.018764080829610705	0.024497112505027906	0.016967021161119037	0.07259047089591347	0.018147617723978368
TimeToImplement	0.013934208350357613	0.032048109972354605	0.018469937802147264	0.020826845775579292	0.08527910190043878	0.021319775475109694
BugsDelivered	0.011637456110238708	0.003264988456176575	0.023268435147166325	0.020042960628215135	0.058213840341796746	0.014553460085449187
Sloc	0.0002140493621501341	8.479044480759256e-07	0.0	1.5360445789240675e-05	0.00023025771238745072	5.756442809686268e-05
DecisionPoint	0.0014276314650786153	6.026569119886186e-07	0.0	6.415087873762869e-06	0.0014346492098643669	0.0003586623024660917
GlobalVariables	0.0008674784137064997	0.0001724151407669188	0.0	1.3323642612506298e-05	0.0010532171970859248	0.0002633042992714812
If	0.0020612455914396977	6.096794590682616e-07	0.0	1.1740497647151932e-05	0.002073595768545918	0.0005183989421364795
