feature	ExtraTreesRegressor	GradientBoostingRegressor	AdaBoostRegressor	RandomForestRegressor	sum	avg
Total_Operands	0.010724466159989642	0.000883044500180816	2.3119667063528143e-05	0.004721661419660034	0.01635229174689402	0.004088072936723505
DistinctOperands	0.014551391491012254	0.003638532504262256	0.0018300539184140365	0.011372746317530588	0.03139272423121914	0.007848181057804784
ProgramLength	0.012294785749862354	0.0020630453353750367	8.157666967558228e-06	0.00837306666443134	0.02273905541663629	0.005684763854159072
VocabularySize	0.01449613156653392	0.004821613816596148	0.001475997059055026	0.011098966325416128	0.03189270876760122	0.007973177191900304
ProgramVolume	0.01222815911060049	0.002171418622783293	0.0	0.007984121671681159	0.02238369940506494	0.005595924851266235
Effort	0.011906607897442942	0.003078822171252043	4.3004629642874484e-05	0.010402620330804083	0.025431055029141943	0.006357763757285486
ProgramLevel	0.006259183496988513	7.414724666880038e-05	0.0	0.0011799158308321938	0.007513246574489507	0.0018783116436223767
ProgramLevel.1	0.006247555507144004	0.0005048380488222844	0.0	0.0012745301454342996	0.008026923701400589	0.002006730925350147
DifficultyLevel	0.015388396715792148	0.011531409569297673	0.00046209009851332967	0.021409512215029767	0.048791408598632915	0.012197852149658229
TimeToImplement	0.011567222522435394	0.0032567274775831966	1.6493977686365904e-06	0.01015892897006831	0.024984528367855537	0.006246132091963884
BugsDelivered	0.011574612180655553	0.002295489711553776	0.0003114029299961395	0.008483009271562614	0.02266451409376808	0.00566612852344202
Sloc	0.006364033015223091	0.0	0.0	0.0006242815352347164	0.006988314550457808	0.001747078637614452
DecisionPoint	0.0015372614672449197	0.0	0.0	0.0006719068744272282	0.002209168341672148	0.000552292085418037
GlobalVariables	0.11630199405968539	0.08322110227506765	0.0	0.008799067159185879	0.20832216349393892	0.05208054087348473
If	0.001784837223683255	8.853835585816497e-07	0.0	0.00057165704325804	0.0023573796504998763	0.0005893449126249691
Loop	0.02977854321513	0.0012872043166988504	0.0	0.000525740278958198	0.03159148781078705	0.007897871952696763
Goto	0.001211899480338205	0.0	0.0	0.0009650082954070834	0.0021769077757452884	0.0005442269439363221
Assignment	0.001550850410463074	3.6970434798473654e-05	8.351533448856076e-06	0.0006700983379096505	0.002266270716620054	0.0005665676791550135
ExitPoint	0.0032321876165577047	8.216242896411896e-06	0.0002658859883133428	0.0006431872050140454	0.004149477052781504	0.001037369263195376
Function	0.001902933423318487	0.0006011321703707416	0.00013730245120993094	0.0006571527804890685	0.0032985208253882283	0.0008246302063470571
FunctionCall	0.0013400064602733532	1.3111623305914092e-05	0.00035684718829349834	0.0007227643181518054	0.002432729590024571	0.0006081823975061428
PointerDereferencing	0.015851758919878556	0.001673401884227835	0.001662439695980795	0.0012475970042526163	0.0204351975043398	0.00510879937608495
CyclomaticComplexity	0.0007663418214289232	0.00013797454380768884	0.0	0.0006868351542340917	0.0015911515194707037	0.00039778787986767593
SCALAR_INPUT	0.027423624874054774	0.0	0.0	5.311155748168015e-06	0.027428936029802942	0.006857234007450736
RANGE_SCALAR_VALUES	0.045084937487711016	0.0	0.0	2.064925931944427e-05	0.04510558674703046	0.011276396686757615
SCALAR_INDEX_INPUT	0.0003065918495930199	0.0	0.0	4.687131262096387e-05	0.00035346316221398377	8.836579055349594e-05
RANGE_SCALAR_INDEX_VALUES	0.0008788079536587385	0.0	0.0	6.116690387227052e-05	0.000939974857531009	0.00023499371438275225
ARRAY_INPUT	0.009538016465269465	0.0008404204790887935	0.00029052570297382057	0.0006951907527635292	0.01136415340009561	0.0028410383500239024
RANGE_ARRAY_INPUT	0.00030799583623607727	0.0	0.0	6.357792252512476e-05	0.000371573758761202	9.28934396903005e-05
cInstr	0.020154852680763714	0.00935368642304655	0.00037517124864122414	0.023281827422269943	0.05316553777472143	0.013291384443680358
