feature	ExtraTreesRegressor	GradientBoostingRegressor	AdaBoostRegressor	RandomForestRegressor	sum	avg
Total_Operands	0.0020982290409823304	3.007749681650938e-05	0.0008238231600040711	0.0027251199672222934	0.005677249665025204	0.001419312416256301
DistinctOperands	0.0006557253820331407	0.0014550296286229896	0.000486129363285053	1.4612277014773848e-05	0.002611496650955957	0.0006528741627389893
ProgramLength	0.00445002659972095	0.005118003520159931	0.0016626200446494916	0.002977575762849192	0.014208225927379565	0.0035520564818448913
VocabularySize	0.000252080131889009	4.1278491733786685e-05	0.0	1.2928650022189463e-05	0.0003062872736449851	7.657181841124628e-05
ProgramVolume	0.003713335521867843	0.001771575388093945	0.0008443581120876738	0.0024044496709692866	0.008733718693018748	0.002183429673254687
Effort	0.0034164344202854656	0.003342198909112289	0.0009926201537779305	0.0034852808771371913	0.011236534360312876	0.002809133590078219
ProgramLevel	0.006179878295187874	1.3185667538223447e-05	0.0	4.4758817255027704e-05	0.0062378227799811245	0.0015594556949952811
ProgramLevel.1	0.002882539955040725	3.254626907877732e-06	0.0	4.412458037283765e-05	0.00292991916232144	0.00073247979058036
DifficultyLevel	0.0021563753756640635	1.9133390643083366e-05	0.002155977590762635	0.002175584524118514	0.006507070881188296	0.001626767720297074
TimeToImplement	0.0032379317988965577	0.0008285960420823073	0.000819232211112249	0.0032275808116513584	0.008113340863742472	0.002028335215935618
BugsDelivered	0.005524254828201947	0.0021853123392211234	0.0013485336997093717	0.0019115044971192454	0.010969605364251686	0.0027424013410629216
Sloc	0.0038009384026624097	1.5680155836108143e-05	0.0	9.744964805858241e-06	0.003826363523304376	0.000956590880826094
DecisionPoint	0.0002328346284488307	4.987109217016126e-06	0.0	2.5852251663270666e-05	0.0002636739893291175	6.591849733227938e-05
GlobalVariables	0.002981630108985093	0.0003667123475319885	0.0	2.5837302172402267e-05	0.003374179758689484	0.000843544939672371
If	0.0023279811474480167	1.2455963490260032e-05	0.0	1.9644192040603435e-05	0.0023600813029788803	0.0005900203257447201
Loop	0.000375962467504878	9.99882856107151e-07	0.0	2.475428417009096e-05	0.0004017166345310761	0.00010042915863276903
Goto	0.00023623901758994611	9.075588864265604e-07	0.0	7.702272949975832e-06	0.0002448488494263485	6.121221235658713e-05
Assignment	0.00217170996585699	1.2488744153061628e-05	0.0	1.0919146593164121e-05	0.0021951178566032158	0.0005487794641508039
ExitPoint	0.004495009297779363	0.0003991225334168397	0.0	6.1571106639324665e-06	0.004900288941860135	0.0012250722354650338
