feature	ExtraTreesRegressor	GradientBoostingRegressor	AdaBoostRegressor	RandomForestRegressor	sum	avg
Total_Operands	0.30836275152171344	0.8998758232777114	0.9320701424063309	0.922988702621143	3.063297419826899	0.7658243549567247
DistinctOperands	0.003823999754924987	0.0035966105383937823	0.0015713016435453973	0.007056830543194071	0.01604874248005824	0.00401218562001456
ProgramLength	0.16296383020959007	0.013120880641740787	0.0011677581164384176	0.0001623132573905326	0.1774147822251598	0.04435369555628995
VocabularySize	0.002284735567722674	0.00014555096908883258	0.0	0.00014175396489603907	0.0025720405017075456	0.0006430101254268864
ProgramVolume	0.1376714588489726	0.007231640450681096	0.0	0.00023308386520808972	0.1451361831648618	0.03628404579121545
Effort	0.0025105650446238495	0.0001727773128937123	0.0	0.0003206917839697912	0.003004034141487353	0.0007510085353718383
ProgramLevel	0.0002817437804870945	5.570060346071874e-07	0.0	7.189815978953531e-06	0.0002894906025006552	7.23726506251638e-05
ProgramLevel.1	0.0002568093089532961	3.03554194426049e-07	0.0	4.970759387336621e-06	0.00026208362253505875	6.552090563376469e-05
DifficultyLevel	0.0007424987443138395	0.0006983833653021935	0.0	0.0004215532377942055	0.0018624353474102386	0.00046560883685255964
TimeToImplement	0.05291023388431614	0.0001969400316612758	0.0	0.0002569211324466622	0.053364095048424084	0.013341023762106021
BugsDelivered	0.15969696310326156	0.0009157995304980875	0.0	0.00027578980041235323	0.160888552434172	0.040222138108543
Sloc	0.001395953199305688	0.00041618908881431205	0.0	0.0007616440509222601	0.00257378633904226	0.000643446584760565
DecisionPoint	0.0018066194718642373	0.0007279140142161792	0.0	0.000592765526580571	0.0031272990126609878	0.0007818247531652469
GlobalVariables	0.0005701422192988917	0.0008814421341276256	0.0	0.0006116947277282382	0.0020632790811547556	0.0005158197702886889
If	0.0015678495506586106	0.0008109696809495001	0.0	0.0006072650733908442	0.002986084304998955	0.0007465210762497387
Loop	0.0014532484969612526	0.0011874785556814905	7.942625735986589e-05	0.0008331871893772195	0.0035533404993798286	0.0008883351248449572
Goto	0.00017498486206907608	5.806437566203679e-07	0.0	0.0001340622603868919	0.0003096277662125883	7.740694155314708e-05
Assignment	0.0011484875349116594	0.0002879356176026129	0.0	0.000818459707215048	0.0022548828597293204	0.0005637207149323301
ExitPoint	0.0005033385435184012	0.0002822190277648762	0.0	0.00023418334465171367	0.001019740915934991	0.00025493522898374773
Function	0.0004673737273797373	0.0002801888589227122	9.709520921635726e-05	0.00038786910621207033	0.001232526901730877	0.0003081317254327193
FunctionCall	0.00030157735297053965	0.00044734607036723634	0.0	0.0003308829437964627	0.0010798063671342386	0.00026995159178355965
PointerDereferencing	0.000788175810046874	6.923390407350381e-05	0.0	0.0002811864622406628	0.0011385961763610405	0.00028464904409026013
CyclomaticComplexity	0.001350874333783118	0.0003882446013222783	0.0	0.0005787220895395126	0.0023178410246449087	0.0005794602561612272
SCALAR_INPUT	2.210988636764925e-05	0.0	0.0	3.218606298542535e-07	2.2431746997503505e-05	5.607936749375876e-06
RANGE_SCALAR_VALUES	5.745755119320837e-05	0.0	0.0	2.2191302400872147e-07	5.767946421721709e-05	1.4419866054304273e-05
SCALAR_INDEX_INPUT	0.00024092803542935672	0.0	0.0	4.013633236483704e-07	0.0002413293987530051	6.0332349688251274e-05
RANGE_SCALAR_INDEX_VALUES	0.000208081746140266	3.349962829611019e-05	0.0	5.256810558001088e-07	0.0002421070554921763	6.052676387304407e-05
ARRAY_INPUT	0.0018481516314469838	0.0015587423059290574	0.0	3.504999312539476e-05	0.003441943930501436	0.000860485982625359
RANGE_ARRAY_INPUT	7.772030087620277e-05	2.2473255742984058e-06	0.0	1.0025172457979986e-05	8.999279890848116e-05	2.249819972712029e-05
cInstr	0.0011572705076548049	0.0014430555186137953	0.0006060248917759306	0.0010446696534055922	0.004251020571450123	0.0010627551428625307
SS_VAL_1	0.0	0.0	0.0	0.0	0.0	0.0
SV_VAL_1	5.792339505278961e-09	3.617114711275567e-08	0.0	2.2496938134879918e-07	2.6693286796683384e-07	6.673321699170846e-08
V_VAL_1	9.620789929296166e-08	4.3941326481978516e-08	0.0	5.975028890124088e-06	6.115178115899028e-06	1.528794528974757e-06
V_VAL_2	1.7489319225690698e-07	0.0	0.0	3.3776175122107728e-06	3.5525107044676797e-06	8.881276761169199e-07
V_VAL_3	8.252678197312658e-07	1.658814070827994e-05	0.0	2.5923802279192314e-06	2.0005788755930435e-05	5.001447188982609e-06
V_VAL_4	2.3041126657100514e-06	3.8734036611130786e-05	0.0	4.841672300689034e-06	4.587982157752987e-05	1.1469955394382468e-05
V_VAL_5	2.2437849314961136e-06	0.0	0.0	4.313144657718397e-06	6.5569295892145114e-06	1.6392323973036279e-06
V_VAL_6	2.0505952803322768e-06	6.891795542361972e-08	0.0	6.459512267738022e-06	8.579025503493918e-06	2.1447563758734795e-06
V_VAL_7	1.2366255237370714e-06	5.988590774094954e-08	0.0	2.8487275107438673e-06	4.1452389422218885e-06	1.0363097355554721e-06
V_VAL_8	7.468166913488246e-07	0.0	0.0	2.465588075712946e-06	3.2124047670617707e-06	8.031011917654427e-07
V_VAL_9	9.325573726164116e-06	1.837187660924453e-05	0.0	8.760919821940238e-06	3.645837015734889e-05	9.114592539337222e-06
V_VAL_10	2.4309028915743894e-06	2.4002356743053664e-08	0.0	2.0853542717294874e-06	4.540259520046931e-06	1.1350648800117327e-06
V_VAL_11	1.3082396083763055e-05	9.8816015977992e-06	0.0	2.3022151066351393e-06	2.5266212788197393e-05	6.316553197049348e-06
V_VAL_12	1.3359945789838493e-06	1.2811857038927204e-05	0.0	3.8900269127511e-06	1.8037878530662152e-05	4.509469632665538e-06
V_VAL_13	2.4558149938387264e-06	0.0	0.0	5.853011495928746e-05	6.098592995312619e-05	1.5246482488281547e-05
V_VAL_14	1.323650583878452e-05	0.0	0.0	3.6244603831901705e-06	1.686096622197469e-05	4.215241555493673e-06
V_VAL_15	2.4461174387199442e-05	0.0	0.0	3.851708803976402e-06	2.8312883191175842e-05	7.078220797793961e-06
V_VAL_16	0.0002691040377457541	1.5983887824386745e-05	0.0	2.457778401411076e-06	0.0002875457039715519	7.188642599288797e-05
V_VAL_17	0.00029113740617419005	1.06694839210838e-08	0.0	3.7957248576960402e-06	0.00029494380051580716	7.373595012895179e-05
V_VAL_18	9.950127020452073e-05	2.708939964891095e-06	0.0	7.225151706597463e-07	0.00010293272534007157	2.5733181335017893e-05
V_VAL_19	8.669899945608682e-05	2.9291558699092515e-06	0.0	3.8759145548907447e-07	9.001574678148515e-05	2.2503936695371286e-05
V_VAL_20	4.561418407386082e-05	3.4174336096413974e-06	0.0	0.0001656398389594369	0.0002146714566429391	5.366786416073478e-05
V_VAL_21	1.352702471615653e-06	1.6897750597018272e-07	0.0	1.3026735770389188e-09	1.5229826511628744e-06	3.807456627907186e-07
V_VAL_22	1.581124158963952e-06	1.8393504505321015e-07	0.0	7.620542322087109e-10	1.7658212582493709e-06	4.414553145623427e-07
V_VAL_23	3.8295328210062383e-07	3.928618245642526e-08	0.0	6.7523371628778784e-09	4.289918017199269e-07	1.0724795042998173e-07
V_VAL_24	9.116279584221979e-08	3.599672798516885e-07	0.0	5.1677721723777916e-08	5.028077974176862e-07	1.2570194935442156e-07
V_VAL_25	9.576967932054627e-08	0.0	0.0	2.4337967764741262e-09	9.82034760970204e-08	2.45508690242551e-08
V_VAL_26	6.58840031993011e-08	5.671363146125419e-08	0.0	2.5244054025561127e-08	1.4784168868611642e-07	3.6960422171529105e-08
V_VAL_27	6.640471499563986e-08	4.917703671909206e-08	0.0	3.9862657727156674e-11	1.1562161437245907e-07	2.8905403593114766e-08
V_VAL_28	1.545335960653658e-08	2.4263060541199548e-08	0.0	4.022687585928984e-08	7.994329600702597e-08	1.9985824001756493e-08
M_VAL_1	0.005792405260789771	7.670178361497766e-06	0.0	2.174853486988113e-06	0.0058022502926382575	0.0014505625731595644
M_VAL_2	0.004074685409478493	0.00015767809636063694	0.0	5.710405307309131e-06	0.00423807391114644	0.00105951847778661
M_VAL_3	6.695529965245255e-05	3.318528770730923e-06	0.0	1.93349665951276e-06	7.220732508269623e-05	1.8051831270674058e-05
M_VAL_4	1.139587131879633e-06	3.6565525654388176e-07	0.0	1.4473111343650562e-06	2.952553522788571e-06	7.381383806971427e-07
M_VAL_5	1.8665577493784914e-06	1.6117164069065523e-07	0.0	8.690885991057044e-07	2.8968179891748508e-06	7.242044972937127e-07
M_VAL_6	0.009608634838969283	7.013542263924357e-07	0.0	1.1259172212161415e-05	0.009620595365407835	0.0024051488413519588
M_VAL_7	2.0216185264025444e-07	2.1225587083402858e-07	0.0	7.200312892046332e-08	4.864208523947463e-07	1.2160521309868658e-07
M_VAL_8	0.00021506149783169926	3.6507396402657783e-07	0.0	1.859854926603883e-06	0.00021728642672232972	5.432160668058243e-05
M_VAL_9	0.019710881641782124	0.022418676420830116	0.03251015501976866	0.014560192050708094	0.089199905133089	0.02229997628327225
M_VAL_10	0.013997828834017255	1.3159146646350731e-06	0.0	4.255451659258716e-06	0.014003400200341149	0.0035008500500852873
M_VAL_11	0.004612888779430644	8.017949041266136e-07	0.0	3.4201539608124945e-06	0.004617110728295583	0.0011542776820738958
M_VAL_12	0.0063846862626209	9.581393584926103e-07	0.0	1.5417028612292157e-06	0.006387186104840622	0.0015967965262101555
M_VAL_13	3.734767925138298e-07	8.359704608479776e-10	0.0	8.606096782913093e-07	1.234922441265987e-06	3.0873061031649675e-07
M_VAL_14	0.027256759273277455	0.0001635275403787658	0.005663970800410151	3.4403751704377564e-06	0.03308769798923681	0.008271924497309202
M_VAL_15	1.039937553081221e-06	1.4087514471134115e-05	0.0	5.921651425624719e-07	1.5719617166777807e-05	3.929904291694452e-06
M_VAL_16	0.0003414256147104789	2.2786289944522716e-06	0.0	1.6415473120761379e-06	0.00034534579101700726	8.633644775425182e-05
M_VAL_17	0.0012259482998580673	1.5788694955995647e-06	0.0	1.2905391781650353e-06	0.0012288177085318318	0.00030720442713295796
M_VAL_18	0.01775538709731265	0.03587075594809931	0.02513334193180325	0.04579078939205425	0.12455027436926946	0.031137568592317366
M_VAL_19	0.000307448005830486	1.688952818051676e-07	0.0	2.158919703472574e-06	0.0003097758208157637	7.744395520394093e-05
M_VAL_20	6.109599834066253e-07	2.0509854538525564e-06	0.0	6.818800403734738e-07	3.3438254776326557e-06	8.359563694081639e-07
M_VAL_21	5.398984571556622e-07	4.103365767836542e-07	0.0	8.686834197448452e-07	1.8189184536841616e-06	4.547296134210404e-07
M_VAL_22	0.03489764765459168	3.3703715448214907e-06	0.0	6.734083005846789e-06	0.03490775210914235	0.008726938027285587
M_VAL_23	4.5477121467219576e-07	1.40051129713328e-06	0.0	2.8083086001387086e-07	2.136113371819347e-06	5.340283429548367e-07
M_VAL_24	9.173417950302053e-07	0.0	0.0	2.545672660153729e-06	3.463014455183934e-06	8.657536137959836e-07
M_VAL_25	0.004633288217088524	0.0011865527696098997	0.0011007837233510409	0.00015508194538791747	0.0070757066554373825	0.0017689266638593456
M_VAL_26	0.0010594689302196526	0.005231617206113454	0.0	7.2896196432349126e-06	0.006298375755976341	0.0015745939389940852
M_VAL_27	0.0005149972617482996	4.144477867666309e-06	0.0	2.831438089511507e-06	0.0005219731777054774	0.00013049329442636935
M_VAL_28	1.2521570280287991e-05	4.260525524662991e-06	0.0	1.2194376285609878e-06	1.800153343351197e-05	4.500383358377993e-06
M_VAL_29	4.733361149168795e-06	6.4078453163481426e-09	0.0	1.0648741951908304e-06	5.804643189675974e-06	1.4511607974189935e-06
M_VAL_31	5.24615701763464e-07	2.6341151471138638e-05	0.0	1.7113010298466281e-06	2.857706820274873e-05	7.144267050687183e-06
M_VAL_32	1.0232394092319976e-06	1.1594782899131036e-07	0.0	1.9669109668368045e-06	3.106098205060112e-06	7.76524551265028e-07
