feature	ExtraTreesRegressor	GradientBoostingRegressor	AdaBoostRegressor	RandomForestRegressor	sum	avg
Total_Operands	0.19258644756813015	0.6139948688169773	0.7503825743536341	0.5832543985330099	2.1402182892717514	0.5350545723179378
DistinctOperands	0.027342945404272782	4.617842052393727e-05	0.0	0.001058705020888781	0.0284478288456855	0.007111957211421375
ProgramLength	0.09314843254891202	0.008976704132109927	0.002033071695602319	0.00792921014269473	0.112087418519319	0.02802185462982975
VocabularySize	0.011890333266185002	1.554671931679284e-05	0.0	1.872738364862921e-05	0.011924607369150426	0.0029811518422876064
ProgramVolume	0.1483251500530145	0.013660496534537511	0.0186629363038037	0.03479096477764368	0.2154395476689994	0.05385988691724985
Effort	0.006310124353947242	4.665577563908006e-05	0.0	0.0005798437228778445	0.006936623852464166	0.0017341559631160416
ProgramLevel	0.0018314613243242625	5.540232078376222e-06	0.0	3.943313461533808e-06	0.0018409448698641726	0.00046023621746604315
ProgramLevel.1	0.002538034296733267	3.6158259502610887e-06	0.0	5.41072679294615e-06	0.0025470608494764743	0.0006367652123691186
DifficultyLevel	0.0005924660030722194	0.0002796498006680309	0.0	4.972116435129086e-05	0.0009218369680915412	0.0002304592420228853
TimeToImplement	0.018586178548281016	1.9628586831252956e-05	0.0	0.0006751132578150591	0.01928092039292733	0.004820230098231832
BugsDelivered	0.12042182631095405	0.02149716660733674	0.029714190247708987	0.038740423851562206	0.210373607017562	0.0525934017543905
Sloc	0.004151825580116918	4.228524312226467e-05	2.2420768535975252e-05	1.5763146171905144e-05	0.004232294737947063	0.0010580736844867657
DecisionPoint	0.006615183342060445	0.03440412208968516	0.04166674739448814	0.05978660714233357	0.1424726599685673	0.03561816499214183
GlobalVariables	0.002896424704854407	1.977139093886746e-05	6.019056785359677e-05	2.4298504969385436e-05	0.003000685168616257	0.0007501712921540643
If	0.018758347930804872	0.026174919865843978	0.03162821742594958	0.08110529360852389	0.15766677883112232	0.03941669470778058
Loop	0.014904278770991439	5.3361658165640104e-05	5.3217511167755134e-06	2.0258466110220846e-05	0.014983220646384075	0.0037458051615960187
Goto	0.002073041162455114	4.310145877591707e-07	1.8284714659387732e-05	2.8157585653716453e-05	0.0021199144773559773	0.0005299786193389943
Assignment	0.005340674432281297	7.072457420280322e-05	9.118449525375177e-06	3.084075473889737e-05	0.005451358210748372	0.001362839552687093
ExitPoint	0.008877712282236693	0.00022774093590905472	1.979504901257074e-05	3.562754249054467e-05	0.009160875809648864	0.002290218952412216
Function	0.00960207065874962	0.0004858179356215619	0.0	3.505901880882194e-05	0.010122947613180003	0.002530736903295001
FunctionCall	0.008592240116133153	7.258939041981641e-05	3.8386848421145535e-05	2.3311814713091937e-05	0.008726528169687206	0.0021816320424218015
PointerDereferencing	9.686836116546832e-05	7.223443867785352e-08	0.0	0.0	9.694059560414618e-05	2.4235148901036545e-05
CyclomaticComplexity	0.07269409037921766	0.0204701031518897	0.05810147946261434	0.07573293345776994	0.22699860645149164	0.05674965161287291
SCALAR_INPUT	0.0	0.0	0.0	0.0	0.0	0.0
RANGE_SCALAR_VALUES	0.00014971734126044683	0.0	0.0	0.0	0.00014971734126044683	3.7429335315111706e-05
SCALAR_INDEX_INPUT	0.0	0.0	0.0	0.0	0.0	0.0
RANGE_SCALAR_INDEX_VALUES	6.340107786268868e-07	0.0	0.0	0.0	6.340107786268868e-07	1.585026946567217e-07
