inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,AnalysisSummary,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_242,58,12,12,24,14,25,100,43,74,20,39,107,12,80,26,10
values_505,58,12,12,24,14,22,15,121,122,50,39,36,68,39,82,10
values_924,58,12,12,24,14,93,30,34,69,62,38,81,15,66,10,11
values_862,58,12,12,24,14,23,42,84,49,12,100,59,11,73,58,10
values_287,58,12,12,24,14,23,15,126,80,98,36,120,126,38,80,14
values_733,58,12,12,24,14,16,116,96,55,19,12,39,44,53,51,100
values_813,58,12,12,24,14,92,72,40,46,54,85,73,93,124,76,40
values_11,58,12,12,24,14,125,28,54,26,48,39,31,116,111,10,101
values_19,58,12,12,24,14,112,29,26,16,44,79,18,99,77,65,125
values_999,58,12,12,24,14,21,21,70,20,102,23,10,98,36,111,44
values_134,58,12,12,24,14,69,18,65,22,121,15,109,110,50,92,10
values_609,58,12,12,24,14,98,108,31,75,123,118,58,33,68,10,11
values_993,58,12,12,24,14,69,124,48,89,40,61,101,57,10,11,12
values_731,58,12,12,24,14,14,34,13,126,85,82,37,51,111,10,11
values_127,58,12,12,24,14,93,120,88,32,103,53,118,89,76,67,31
values_889,58,12,12,24,14,110,91,90,104,42,48,58,35,106,33,10
values_987,58,12,12,24,14,60,35,54,55,103,41,19,81,35,74,101
values_780,58,12,12,24,14,41,61,31,22,59,78,119,47,33,10,11
values_435,58,12,12,24,14,125,42,21,83,39,111,123,48,10,11,12
values_950,58,12,12,24,14,97,82,57,25,50,35,116,81,10,11,12
values_976,58,12,12,24,14,38,65,33,60,100,59,117,53,66,14,57
values_557,58,12,12,24,14,93,117,28,52,123,20,81,24,87,125,109
values_398,58,12,12,24,14,127,22,45,83,94,96,35,58,15,15,10
values_892,58,12,12,24,14,15,13,92,78,109,119,93,108,32,88,10
values_670,58,12,12,24,14,70,87,78,67,36,70,59,114,78,92,120
values_574,58,12,12,24,14,38,84,34,35,13,115,29,82,90,10,11
values_163,58,12,12,24,14,69,54,116,60,19,12,39,44,53,51,100
values_900,58,12,12,24,14,35,126,32,55,31,98,45,57,25,85,10
values_392,58,12,12,24,14,61,114,71,69,93,49,115,121,10,11,12
values_447,58,12,12,24,14,78,19,10,27,81,48,28,52,35,84,10
values_523,58,12,12,24,14,117,87,48,106,41,23,112,22,62,10,11
