feature 1,feature 2,pearson,p,lo,hi
Total_Operands,DistinctOperands,0.8378087956234532,0.0,0.8334074462320783,0.8421038765317462
Total_Operands,ProgramLength,0.9935033087531978,0.0,0.9933116330855326,0.9936895087568128
Total_Operands,VocabularySize,0.8160310034478829,0.0,0.8110994188609781,0.8208465759661951
Total_Operands,ProgramVolume,0.9976954100843584,0.0,0.9976272692148814,0.997761596254509
Total_Operands,Effort,0.9100192187659182,0.0,0.9074787782512076,0.9124931041308819
Total_Operands,ProgramLevel,-0.47007196402475604,0.0,-0.48135709470201915,-0.45863101903652254
Total_Operands,ProgramLevel.1,-0.47007196402475604,0.0,-0.48135709470201915,-0.45863101903652254
Total_Operands,DifficultyLevel,0.42325293447658935,0.0,0.4112060325813903,0.43515201027942946
Total_Operands,TimeToImplement,0.9100192135256058,0.0,0.9074787728701114,0.9124930990280432
Total_Operands,BugsDelivered,0.9976954100843582,0.0,0.9976272692148813,0.9977615962545089
Total_Operands,Sloc,0.2497029121081433,8.981399133231813e-255,0.2359769377280624,0.2633292687912975
Total_Operands,DecisionPoint,0.2964608335651926,0.0,0.28309954977826784,0.30970706640110013
Total_Operands,GlobalVariables,0.5351344563944671,0.0,0.5246439765161324,0.545462444926655
Total_Operands,If,0.2964608335651926,0.0,0.28309954977826784,0.30970706640110013
Total_Operands,Loop,0.3951222134887294,0.0,0.3827425590613564,0.4073599971721137
Total_Operands,Goto,0.18758196054924972,1.1285876460000167e-142,0.17347116381211658,0.20161575483375913
Total_Operands,Assignment,0.15501704039081557,1.6352029718125082e-97,0.1407498671899695,0.16921984335734955
Total_Operands,ExitPoint,0.1124607989451531,6.551354133484994e-52,0.09803619963667613,0.12683815479548127
Total_Operands,Function,0.1124607989451531,6.551354133484994e-52,0.09803619963667613,0.12683815479548127
Total_Operands,FunctionCall,0.07152837733567119,6.3535716928601445e-22,0.05700243953503479,0.08602403775963988
Total_Operands,PointerDereferencing,0.2804831641615397,1e-323,0.2669900030991386,0.293866375033475
Total_Operands,CyclomaticComplexity,0.2644517186200762,1.2310027762106944e-286,0.2508338119543916,0.2779649766966249
Total_Operands,SCALAR_INPUT,-0.33393875574250703,0.0,-0.3468348573472074,-0.32091641492756784
Total_Operands,RANGE_SCALAR_VALUES,-0.311753746476121,0.0,-0.3248619878472761,-0.29852575279034266
Total_Operands,SCALAR_INDEX_INPUT,0.1111201349340113,1.0271144034029554e-50,0.09669143911604589,0.12550213632248192
Total_Operands,RANGE_SCALAR_INDEX_VALUES,0.11112013493401135,1.0271144034038896e-50,0.09669143911604593,0.12550213632248194
Total_Operands,ARRAY_INPUT,0.19023966099379963,9.198242885223834e-147,0.17614300224187507,0.2042583075659427
Total_Operands,RANGE_ARRAY_INPUT,0.1111201349340113,1.0271144034029554e-50,0.09669143911604589,0.12550213632248192
Total_Operands,cInstr,0.15658529659545445,1.7601968281324173e-99,0.14232494010487465,0.17078066418908547
Total_Operands,assemblyInstr,0.12614947542432398,5.955301657703543e-65,0.11176971839479857,0.1404764138161419
Total_Operands,clockCycles,0.1262363138317661,4.8672632525917026e-65,0.1118568588104327,0.14056291503315005
Total_Operands,text,-0.07641191312207504,8.445262172315625e-25,-0.0908960163807728,-0.06189548880920107
Total_Operands,data,0.30753829448043873,0.0,0.29427286960277904,0.3206852447708288
Total_Operands,bss,0.19594085018217633,9.641027340532625e-156,0.1818752204287556,0.2099263133622384
Total_Operands,CC4CS,0.03095851560588267,3.169730976970484e-05,0.016380505337908784,0.045523366632160646
Total_Operands,SS_VAL_1,nan,nan,nan,nan
Total_Operands,SV_VAL_1,-0.288542956679028,0.0,-0.30185798914672696,-0.27511537749182086
Total_Operands,V_VAL_1,0.16578990340188657,1.887483119978726e-111,0.15157101250165955,0.17994019440948422
Total_Operands,V_VAL_2,0.1683791012682538,6.016517349001184e-115,0.15417232287222948,0.18251627039612342
Total_Operands,V_VAL_3,0.18473123068914288,2.344069466735028e-138,0.1706054999973468,0.198781045749989
Total_Operands,V_VAL_4,0.19079151531865082,1.2792518939977262e-147,0.17669781827167327,0.20480699095094895
Total_Operands,V_VAL_5,0.20725970842249053,2.0295873284967903e-174,0.1932585158047833,0.2211765058732451
Total_Operands,V_VAL_6,0.217360918793071,4.73584534991352e-192,0.20342041524667326,0.23121331059519054
Total_Operands,V_VAL_7,0.22641375870391514,1.2305994576718708e-208,0.21253019822870872,0.24020592461032603
Total_Operands,V_VAL_8,0.23575706881815073,1.5351908944651236e-226,0.22193480992131193,0.24948459467399026
Total_Operands,V_VAL_9,0.2507906943870216,4.723379608163571e-257,0.23707247129234818,0.26440892390115267
Total_Operands,V_VAL_10,0.24942327437957196,3.446848175352657e-254,0.23569531300304175,0.26305171481009254
Total_Operands,V_VAL_11,0.2611863478626888,2.1120178673906455e-279,0.24754396208195223,0.27472518652090944
Total_Operands,V_VAL_12,0.2588600977021055,2.604788723759211e-274,0.245200464866026,0.27241697244142066
Total_Operands,V_VAL_13,0.2619184913047964,5.147449719291288e-281,0.24828156673772583,0.27545162116320676
Total_Operands,V_VAL_14,0.2541114634848246,4.437773599647258e-264,0.24041711927286374,0.2677046713225755
Total_Operands,V_VAL_15,0.24433367332228884,1.0940841878882228e-243,0.2305699500763945,0.25799964519878726
Total_Operands,V_VAL_16,0.2222048802845684,7.829112567034684e-201,0.2082945454293913,0.23602534105748504
Total_Operands,V_VAL_17,0.2071816866067135,2.754484887283663e-174,0.1931800369148971,0.22109897005189735
Total_Operands,V_VAL_18,0.18402879325423432,2.6483322419465392e-137,0.16989941943640693,0.19808251983135858
Total_Operands,V_VAL_19,0.14103042167000956,7.143182972568933e-81,0.1267056466566598,0.15529638593105483
Total_Operands,V_VAL_20,0.07220440377273549,2.606537390853352e-22,0.05767974131024982,0.08669850568650828
Total_Operands,V_VAL_21,-0.0020000617896882983,0.7881220084221366,-0.016584984740252266,0.012585712120123648
Total_Operands,V_VAL_22,0.0052620511912020804,0.4795225492467896,-0.009324071186409582,0.019845934795444036
Total_Operands,V_VAL_23,0.0009198005930112826,0.9016364844844768,-0.013665789505661486,0.015504999346129988
Total_Operands,V_VAL_24,-0.002104773357740157,0.7773145922195598,-0.016689667765045227,0.01248101655969026
Total_Operands,V_VAL_25,-0.0037562509410287593,0.6137470413314133,-0.018340652884813426,0.010829749145466345
Total_Operands,V_VAL_26,-0.004661649453985954,0.5310573550070298,-0.01924574765909,0.009924432091539506
Total_Operands,V_VAL_27,0.00011128590905114195,0.988069220640932,-0.014474144347667887,0.014696668817157475
Total_Operands,V_VAL_28,0.003219691881621121,0.6652810098426679,-0.0113662486462854,0.017804262547277447
Total_Operands,M_VAL_1,0.5543564089282438,0.0,0.5441709034690276,0.5643785253833062
Total_Operands,M_VAL_2,0.6201654467019276,0.0,0.6111077326184197,0.6290607690129932
Total_Operands,M_VAL_3,0.5402395446407289,0.0,0.5298289855088917,0.5504873240491505
Total_Operands,M_VAL_4,0.5024345506436899,0.0,0.4914505981957465,0.5132586887741712
Total_Operands,M_VAL_5,0.49025654411819386,0.0,0.4790969638477109,0.5012576622952734
Total_Operands,M_VAL_6,0.6037089830707766,0.0,0.5943570932397779,0.6128976172638566
Total_Operands,M_VAL_7,0.05688665680215,2.008261201988765e-14,0.04233637716754484,0.0714128112823848
Total_Operands,M_VAL_8,0.3392210693997595,0.0,0.32624984156539577,0.35206457426764876
Total_Operands,M_VAL_9,0.5336729229821363,0.0,0.523159705917132,0.5440237378306545
Total_Operands,M_VAL_10,0.5647026303233059,0.0,0.5546858478194507,0.5745557559667137
Total_Operands,M_VAL_11,0.5654703219762396,0.0,0.5554661862734037,0.5753107870587475
Total_Operands,M_VAL_12,0.5557120702669401,0.0,0.5455484903659754,0.5657122173817606
Total_Operands,M_VAL_13,0.40646452865217025,0.0,0.3942162131894901,0.41856847294866717
Total_Operands,M_VAL_14,0.5942601877745937,0.0,0.5847430569898463,0.6036137562720734
Total_Operands,M_VAL_15,0.06670607551264444,2.8765390411252416e-19,0.05217142817088149,0.08121246780339993
Total_Operands,M_VAL_16,0.45729230653543607,0.0,0.44567949029661963,0.46875123895654003
Total_Operands,M_VAL_17,0.5282394465405935,0.0,0.5176422597038397,0.5386745879702823
Total_Operands,M_VAL_18,0.6270835287443685,0.0,0.6181519051817265,0.6358532510477211
Total_Operands,M_VAL_19,0.4816945359839855,0.0,0.4704141227769575,0.49281754919733534
Total_Operands,M_VAL_20,0.36692301463723076,0.0,0.35423336616733336,0.37947756319717324
Total_Operands,M_VAL_21,0.4089542199448516,0.0,0.3967352451489347,0.4210282924553605
Total_Operands,M_VAL_22,0.6012755250434776,0.0,0.5918808231987898,0.610506879206104
Total_Operands,M_VAL_23,0.07679570927902926,4.9268579281507305e-25,0.06228006220552584,0.09127887487938557
Total_Operands,M_VAL_24,0.3010897301973211,0.0,0.28776806153467077,0.3142949057940141
Total_Operands,M_VAL_25,0.5349704153100199,0.0,0.5244773802545578,0.5453009688779287
Total_Operands,M_VAL_26,0.5810002031249569,0.0,0.5712556880651062,0.5905809534836755
Total_Operands,M_VAL_27,0.4996276101042332,0.0,0.48860278469583407,0.5104929161721256
Total_Operands,M_VAL_28,0.4484417145562545,0.0,0.43671271676312007,0.46001827755566643
Total_Operands,M_VAL_29,0.3188306227950365,0.0,0.3056666498046975,0.33187273032206616
Total_Operands,M_VAL_30,0.5781365192701722,0.0,0.568343588142122,0.587765676429728
Total_Operands,M_VAL_31,0.08384678085660696,1.531256824674713e-29,0.06934618027000702,0.09831195805217327
Total_Operands,M_VAL_32,0.4415378017977953,0.0,0.4297197941360585,0.45320456732199227
DistinctOperands,Total_Operands,0.8378087956234532,0.0,0.8334074462320783,0.8421038765317462
DistinctOperands,ProgramLength,0.7975206190084769,0.0,0.7921496255168734,0.8027680967162064
DistinctOperands,VocabularySize,0.9948359787184827,0.0,0.9946835167305951,0.9949840795141088
DistinctOperands,ProgramVolume,0.8297377263235889,0.0,0.8251381933371089,0.8342272628253724
DistinctOperands,Effort,0.579430603191532,0.0,0.5696595206508157,0.589037914449104
DistinctOperands,ProgramLevel,-0.20430726749352693,1.943532759794523e-169,-0.2182423329245133,-0.19028890350961253
DistinctOperands,ProgramLevel.1,-0.20430726749352693,1.943532759794523e-169,-0.2182423329245133,-0.19028890350961253
DistinctOperands,DifficultyLevel,0.07831029560719206,5.722440915022014e-26,0.0637977578466919,0.0927897191114955
DistinctOperands,TimeToImplement,0.5794305893491948,0.0,0.5696595065745044,0.5890379008406991
DistinctOperands,BugsDelivered,0.8297377263235891,0.0,0.8251381933371091,0.8342272628253726
DistinctOperands,Sloc,0.012081332387531719,0.1044960195322533,-0.002504515699060577,0.026662041001710483
DistinctOperands,DecisionPoint,0.057413294603583326,1.1538738280491237e-14,0.042863781810956,0.07193846036925905
DistinctOperands,GlobalVariables,0.49525738102619776,0.0,0.4841693865235343,0.5061863354301177
DistinctOperands,If,0.057413294603583326,1.1538738280491237e-14,0.042863781810956,0.07193846036925905
DistinctOperands,Loop,0.18916411117582593,4.2251571078101015e-145,0.17506170587514933,0.2031889125146865
DistinctOperands,Goto,0.1290844663974709,6.014971697498595e-68,0.11471503931154083,0.14339988710202323
DistinctOperands,Assignment,-0.07904137073236227,1.994213638608516e-26,-0.09351896410679678,-0.06453035782743091
DistinctOperands,ExitPoint,-0.06271979985399191,3.283467753220853e-17,-0.07723455292737953,-0.048178466453049726
DistinctOperands,Function,-0.06271979985399191,3.283467753220853e-17,-0.07723455292737953,-0.048178466453049726
DistinctOperands,FunctionCall,-0.09767183919251587,1.578101304696684e-39,-0.11209755362979375,-0.08320496484987673
DistinctOperands,PointerDereferencing,0.14600093949111917,1.3410837046797952e-86,0.13169597708436748,0.16024510700845587
DistinctOperands,CyclomaticComplexity,0.02825377265821019,0.00014631683540546932,0.013674000852046661,0.04282153297721459
DistinctOperands,SCALAR_INPUT,-0.3161533827116117,0.0,-0.32922067862486715,-0.30296501601250586
DistinctOperands,RANGE_SCALAR_VALUES,-0.24737588236994767,6.184094179397993e-250,-0.2610195104143855,-0.233633443262736
DistinctOperands,SCALAR_INDEX_INPUT,-0.04366940051785018,4.339830031612343e-09,-0.058217726316895736,-0.029102530203136367
DistinctOperands,RANGE_SCALAR_INDEX_VALUES,-0.04366940051785024,4.339830031620238e-09,-0.0582177263168958,-0.02910253020313643
DistinctOperands,ARRAY_INPUT,0.051240022159477566,5.5915561642104494e-12,0.03668202995239921,0.06577627059478657
DistinctOperands,RANGE_ARRAY_INPUT,-0.04366940051785018,4.339830031612343e-09,-0.058217726316895736,-0.029102530203136367
DistinctOperands,cInstr,0.0914791278483751,7.25112444352617e-35,0.07699645439693925,0.10592320548451627
DistinctOperands,assemblyInstr,0.08691558244127526,1.258714535709267e-31,0.07242198496516229,0.10137247940095405
DistinctOperands,clockCycles,0.08711828444892941,9.110874672775767e-32,0.07262515925232894,0.10157462484451861
DistinctOperands,text,0.03580245997872247,1.4916856602183576e-06,0.021228138410376237,0.050361568261060446
DistinctOperands,data,0.5000567849900005,0.0,0.4890381937534307,0.5109158111325834
DistinctOperands,bss,0.44431298777990796,0.0,0.4325305892969911,0.45594365820557964
DistinctOperands,CC4CS,0.015856488686980225,0.03310708005400465,0.0012713759593333362,0.03043485667911281
DistinctOperands,SS_VAL_1,nan,nan,nan,nan
DistinctOperands,SV_VAL_1,-0.31788645020851863,0.0,-0.3309374643653706,-0.3047138501810907
DistinctOperands,V_VAL_1,0.2863700895261231,0.0,0.2729246410195546,0.29970368666569935
DistinctOperands,V_VAL_2,0.29497582540579537,0.0,0.28160196672380794,0.30823509923257747
DistinctOperands,V_VAL_3,0.31879132671702415,0.0,0.3056269941471067,0.3318338054457141
DistinctOperands,V_VAL_4,0.32416393494252993,0.0,0.31104918829090233,0.3371552504913331
DistinctOperands,V_VAL_5,0.3444975391929422,0.0,0.3315781923969664,0.35728770502724017
DistinctOperands,V_VAL_6,0.35669710143283173,0.0,0.34390086378304674,0.3693608814992919
DistinctOperands,V_VAL_7,0.3718859588779441,0.0,0.35924915834139115,0.38438641223506503
DistinctOperands,V_VAL_8,0.37028509706085905,0.0,0.35763116997153493,0.38280307675414843
DistinctOperands,V_VAL_9,0.3783835103692568,0.0,0.3658170027996143,0.39081207320942446
DistinctOperands,V_VAL_10,0.36935248215780847,0.0,0.356688612662837,0.381880638276029
DistinctOperands,V_VAL_11,0.37614751527585677,0.0,0.3635566766062481,0.38860095441287645
DistinctOperands,V_VAL_12,0.35307808054342843,0.0,0.34024486249431574,0.3657797990971556
DistinctOperands,V_VAL_13,0.33890731536272173,0.0,0.3259330284949417,0.3517539667236438
DistinctOperands,V_VAL_14,0.3203022582543666,0.0,0.30715178437649926,0.3333304323288596
DistinctOperands,V_VAL_15,0.29242787045124435,0.0,0.2790325877443985,0.30570937188685743
DistinctOperands,V_VAL_16,0.255417245783302,7.165206454301696e-267,0.24173238022973953,0.2690005275509247
DistinctOperands,V_VAL_17,0.22923999675219925,5.742994876886962e-214,0.215374707945947,0.243012875724914
DistinctOperands,V_VAL_18,0.1902079255796631,1.0301320696076345e-146,0.1761110967816951,0.20422675423479386
DistinctOperands,V_VAL_19,0.13916127944059584,8.998374154541377e-79,0.12482924156841156,0.15343525500458896
DistinctOperands,V_VAL_20,0.07384372339973054,2.902384258448252e-23,0.05932220907283977,0.0883339908556235
DistinctOperands,V_VAL_21,-0.004718471141669018,0.5260625083546758,-0.019302549487375826,0.00986761471868426
DistinctOperands,V_VAL_22,0.010245287490599376,0.16860404408823584,-0.0043407679206751825,0.02482698431549637
DistinctOperands,V_VAL_23,0.002273023215884789,0.7600400148409708,-0.012312791752716467,0.01685787109042886
DistinctOperands,V_VAL_24,-0.00031961002028672847,0.9657443877134338,-0.014904947301764128,0.014265863245070705
DistinctOperands,V_VAL_25,-0.005861432141501201,0.43092379182349705,-0.020445091025626812,0.008724720509833486
DistinctOperands,V_VAL_26,-0.00758744715708233,0.307943976907905,-0.022170400410490246,0.006998734127858217
DistinctOperands,V_VAL_27,-1.1227344328669899e-05,0.9987962905017332,-0.014596631717059645,0.014574181805280072
DistinctOperands,V_VAL_28,0.0074508137900621985,0.31673719553749136,-0.007135368395904684,0.022033826067788313
DistinctOperands,M_VAL_1,0.502872028466703,0.0,0.49189446746326426,0.513689730087613
DistinctOperands,M_VAL_2,0.676289738765871,0.0,0.6682963813983348,0.6841269440816065
DistinctOperands,M_VAL_3,0.49760727842181907,0.0,0.486553179545956,0.508502076493243
DistinctOperands,M_VAL_4,0.46870886775747744,0.0,0.45724935912741854,0.48001275874272903
DistinctOperands,M_VAL_5,0.4955622866711,0.0,0.4844786809263829,0.5064868180949407
DistinctOperands,M_VAL_6,0.6025540859835808,0.0,0.5931818558494427,0.6117630156608508
DistinctOperands,M_VAL_7,0.03290640342079719,9.740467298652412e-06,0.018329794102572117,0.047469027268516734
DistinctOperands,M_VAL_8,0.33438787909934997,0.0,0.3213698519901511,0.3472795399130317
DistinctOperands,M_VAL_9,0.4822335931092786,0.0,0.470960723023731,0.4933489936565176
DistinctOperands,M_VAL_10,0.5788014022961876,0.0,0.5690196904227711,0.5884193412717387
DistinctOperands,M_VAL_11,0.5615665353578833,0.0,0.5514982724480487,0.5714712064298589
DistinctOperands,M_VAL_12,0.5387514020981086,0.0,0.5283174655558363,0.5490226392829916
DistinctOperands,M_VAL_13,0.3679267964928651,0.0,0.35524777790074447,0.3804704610370218
DistinctOperands,M_VAL_14,0.6078420911403771,0.0,0.5985633218167522,0.6169577820928084
DistinctOperands,M_VAL_15,0.08924016655336098,2.954878540373271e-33,0.07475205737686946,0.1036906091913299
DistinctOperands,M_VAL_16,0.4778533394285968,0.0,0.4665194262663573,0.4890303584768749
DistinctOperands,M_VAL_17,0.4667252898099821,0.0,0.45523886617969805,0.47805638595361427
DistinctOperands,M_VAL_18,0.6525003128614323,0.0,0.6440442640734271,0.6607969268513525
DistinctOperands,M_VAL_19,0.41890979414957114,0.0,0.4068099840811324,0.4308626431985236
