inputName,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_242," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_505," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_1006," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_924," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_862," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_287," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_733," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_813," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_11," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_19," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_999," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_134," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_609," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_993," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_731," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_127," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_889," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_987," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_780," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_435," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_950," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_976," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_557," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_398," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_892," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_670," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_574," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
values_163," 49 
"," 17 
"," 191 
"," 41 
"," 1023.29 
"," 35393.88 
"," 0.03 
"," 34.59 
"," 1966.33 
"," 0.36 
"
