inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,AnalysisSummary,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_242,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_505,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_924,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_862,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_287,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_733,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_813,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_11,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_19,27,11,10,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,
values_999,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_134,27,11,10,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,
values_609,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_993,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_731,27,11,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,
values_127,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_889,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_987,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_780,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_435,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_950,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_976,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_557,27,11,10,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,
values_398,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_892,27,11,10,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,
values_670,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_574,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_163,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_900,27,11,10,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,
values_392,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_447,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_523,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_679,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_419,27,11,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,
values_895,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_298,27,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,,
values_155,27,11,11,20,20,75,20,75.0,51,51,54,20,57.1,50.0,11,
