inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_242," 198 
"," 34 
"," 84 
"," 39 
"," 282 
"," 73 
"," 1745.53 
"," 63913.27 
"," 0.03 
"," 36.62 
"," 3550.74 
"," 0.53 
"
values_505," 189 
"," 34 
"," 77 
"," 33 
"," 266 
"," 67 
"," 1613.58 
"," 64005.33 
"," 0.03 
"," 39.67 
"," 3555.85 
"," 0.53 
"
values_1006," 206 
"," 34 
"," 89 
"," 38 
"," 295 
"," 72 
"," 1820.13 
"," 72469.83 
"," 0.03 
"," 39.82 
"," 4026.10 
"," 0.58 
"
values_924," 176 
"," 34 
"," 68 
"," 23 
"," 244 
"," 57 
"," 1423.23 
"," 71532.53 
"," 0.02 
"," 50.26 
"," 3974.03 
"," 0.57 
"
values_862," 200 
"," 34 
"," 84 
"," 37 
"," 284 
"," 71 
"," 1746.53 
"," 67406.55 
"," 0.03 
"," 38.59 
"," 3744.81 
"," 0.55 
"
values_287," 207 
"," 34 
"," 89 
"," 41 
"," 296 
"," 75 
"," 1843.73 
"," 68038.15 
"," 0.03 
"," 36.90 
"," 3779.90 
"," 0.56 
"
values_733," 219 
"," 34 
"," 94 
"," 48 
"," 313 
"," 82 
"," 1989.91 
"," 66247.55 
"," 0.03 
"," 33.29 
"," 3680.42 
"," 0.55 
"
values_813," 191 
"," 34 
"," 79 
"," 33 
"," 270 
"," 67 
"," 1637.84 
"," 66655.29 
"," 0.02 
"," 40.70 
"," 3703.07 
"," 0.55 
"
values_11," 195 
"," 34 
"," 82 
"," 36 
"," 277 
"," 70 
"," 1697.81 
"," 65743.03 
"," 0.03 
"," 38.72 
"," 3652.39 
"," 0.54 
"
values_19," 196 
"," 34 
"," 82 
"," 38 
"," 278 
"," 72 
"," 1715.24 
"," 62922.19 
"," 0.03 
"," 36.68 
"," 3495.68 
"," 0.53 
"
values_999," 210 
"," 34 
"," 89 
"," 42 
"," 299 
"," 76 
"," 1868.13 
"," 67297.17 
"," 0.03 
"," 36.02 
"," 3738.73 
"," 0.55 
"
values_134," 188 
"," 34 
"," 78 
"," 33 
"," 266 
"," 67 
"," 1613.58 
"," 64836.57 
"," 0.02 
"," 40.18 
"," 3602.03 
"," 0.54 
"
values_609," 185 
"," 34 
"," 75 
"," 28 
"," 260 
"," 62 
"," 1548.09 
"," 70493.43 
"," 0.02 
"," 45.54 
"," 3916.30 
"," 0.57 
"
values_993," 206 
"," 34 
"," 89 
"," 42 
"," 295 
"," 76 
"," 1843.14 
"," 66396.87 
"," 0.03 
"," 36.02 
"," 3688.72 
"," 0.55 
"
values_731," 216 
"," 34 
"," 94 
"," 47 
"," 310 
"," 81 
"," 1965.35 
"," 66822.02 
"," 0.03 
"," 34 
"," 3712.33 
"," 0.55 
"
values_127," 199 
"," 34 
"," 83 
"," 38 
"," 282 
"," 72 
"," 1739.92 
"," 64605.93 
"," 0.03 
"," 37.13 
"," 3589.22 
"," 0.54 
"
values_889," 188 
"," 34 
"," 78 
"," 34 
"," 266 
"," 68 
"," 1619.27 
"," 63151.34 
"," 0.03 
"," 39 
"," 3508.41 
"," 0.53 
"
values_987," 179 
"," 34 
"," 71 
"," 27 
"," 250 
"," 61 
"," 1482.68 
"," 66281.48 
"," 0.02 
"," 44.70 
"," 3682.30 
"," 0.55 
"
values_780," 195 
"," 34 
"," 82 
"," 37 
"," 277 
"," 71 
"," 1703.48 
"," 64179.76 
"," 0.03 
"," 37.68 
"," 3565.54 
"," 0.53 
"
values_435," 202 
"," 34 
"," 84 
"," 38 
"," 286 
"," 72 
"," 1764.60 
"," 66311.76 
"," 0.03 
"," 37.58 
"," 3683.99 
"," 0.55 
"
values_950," 183 
"," 34 
"," 74 
"," 29 
"," 257 
"," 63 
"," 1536.16 
"," 66637.60 
"," 0.02 
"," 43.38 
"," 3702.09 
"," 0.55 
"
values_976," 180 
"," 34 
"," 71 
"," 27 
"," 251 
"," 61 
"," 1488.62 
"," 66546.61 
"," 0.02 
"," 44.70 
"," 3697.03 
"," 0.55 
"
values_557," 201 
"," 34 
"," 84 
"," 39 
"," 285 
"," 73 
"," 1764.10 
"," 64593.20 
"," 0.03 
"," 36.62 
"," 3588.51 
"," 0.54 
"
values_398," 182 
"," 34 
"," 72 
"," 28 
"," 254 
"," 62 
"," 1512.37 
"," 66111.99 
"," 0.02 
"," 43.71 
"," 3672.89 
"," 0.55 
"
