inputName,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_242," 74 
"," 32 
"," 257 
"," 60 
"," 1518.07 
"," 49147.54 
"," 0.03 
"," 32.38 
"," 2730.42 
"," 0.45 
"
values_505," 69 
"," 28 
"," 248 
"," 56 
"," 1440.22 
"," 49687.73 
"," 0.03 
"," 34.50 
"," 2760.43 
"," 0.45 
"
values_924," 86 
"," 38 
"," 290 
"," 66 
"," 1752.87 
"," 55538.44 
"," 0.03 
"," 31.68 
"," 3085.47 
"," 0.49 
"
values_862," 71 
"," 30 
"," 249 
"," 58 
"," 1458.64 
"," 48329.51 
"," 0.03 
"," 33.13 
"," 2684.97 
"," 0.44 
"
values_287," 76 
"," 35 
"," 263 
"," 63 
"," 1572.02 
"," 47789.55 
"," 0.03 
"," 30.40 
"," 2654.97 
"," 0.44 
"
values_733," 81 
"," 38 
"," 277 
"," 66 
"," 1674.30 
"," 49964.55 
"," 0.03 
"," 29.84 
"," 2775.81 
"," 0.45 
"
values_813," 77 
"," 34 
"," 266 
"," 62 
"," 1583.82 
"," 50216.29 
"," 0.03 
"," 31.71 
"," 2789.79 
"," 0.45 
"
values_11," 89 
"," 43 
"," 301 
"," 71 
"," 1851.07 
"," 53638.09 
"," 0.03 
"," 28.98 
"," 2979.89 
"," 0.47 
"
values_19," 71 
"," 30 
"," 252 
"," 58 
"," 1476.21 
"," 48911.80 
"," 0.03 
"," 33.13 
"," 2717.32 
"," 0.45 
"
values_999," 75 
"," 34 
"," 263 
"," 62 
"," 1565.95 
"," 48360.33 
"," 0.03 
"," 30.88 
"," 2686.69 
"," 0.44 
"
values_134," 84 
"," 42 
"," 285 
"," 70 
"," 1746.85 
"," 48911.68 
"," 0.04 
"," 28 
"," 2717.32 
"," 0.45 
"
values_609," 77 
"," 34 
"," 269 
"," 62 
"," 1601.68 
"," 50782.64 
"," 0.03 
"," 31.71 
"," 2821.26 
"," 0.46 
"
values_993," 84 
"," 40 
"," 282 
"," 68 
"," 1716.66 
"," 50469.94 
"," 0.03 
"," 29.40 
"," 2803.89 
"," 0.46 
"
values_731," 63 
"," 22 
"," 232 
"," 50 
"," 1309.37 
"," 52494.02 
"," 0.02 
"," 40.09 
"," 2916.33 
"," 0.47 
"
values_127," 89 
"," 43 
"," 301 
"," 71 
"," 1851.07 
"," 53638.09 
"," 0.03 
"," 28.98 
"," 2979.89 
"," 0.47 
"
values_889," 66 
"," 25 
"," 240 
"," 53 
"," 1374.70 
"," 50808.95 
"," 0.03 
"," 36.96 
"," 2822.72 
"," 0.46 
"
values_987," 81 
"," 38 
"," 281 
"," 66 
"," 1698.47 
"," 50686.06 
"," 0.03 
"," 29.84 
"," 2815.89 
"," 0.46 
"
values_780," 89 
"," 44 
"," 300 
"," 72 
"," 1850.98 
"," 52416.32 
"," 0.04 
"," 28.32 
"," 2912.02 
"," 0.47 
"
values_435," 70 
"," 28 
"," 251 
"," 56 
"," 1457.65 
"," 51017.61 
"," 0.03 
"," 35 
"," 2834.31 
"," 0.46 
"
values_950," 89 
"," 47 
"," 300 
"," 75 
"," 1868.65 
"," 49538.99 
"," 0.04 
"," 26.51 
"," 2752.17 
"," 0.45 
"
values_976," 89 
"," 45 
"," 298 
"," 73 
"," 1844.57 
"," 51074.03 
"," 0.04 
"," 27.69 
"," 2837.45 
"," 0.46 
"
values_557," 76 
"," 34 
"," 268 
"," 62 
"," 1595.72 
"," 49936.79 
"," 0.03 
"," 31.29 
"," 2774.27 
"," 0.45 
"
values_398," 66 
"," 25 
"," 241 
"," 53 
"," 1380.43 
"," 51020.65 
"," 0.03 
"," 36.96 
"," 2834.48 
"," 0.46 
"
values_892," 74 
"," 32 
"," 260 
"," 60 
"," 1535.79 
"," 49721.25 
"," 0.03 
"," 32.38 
"," 2762.29 
"," 0.45 
"
values_670," 64 
"," 23 
"," 235 
"," 51 
"," 1333.02 
"," 51929.82 
"," 0.03 
"," 38.96 
"," 2884.99 
"," 0.46 
"
values_574," 88 
"," 40 
"," 292 
"," 68 
"," 1777.54 
"," 54748.21 
"," 0.03 
"," 30.80 
"," 3041.57 
"," 0.48 
"
values_163," 65 
"," 24 
"," 238 
"," 52 
"," 1356.70 
"," 51441.72 
"," 0.03 
"," 37.92 
"," 2857.87 
"," 0.46 
"
values_900," 65 
"," 24 
"," 236 
"," 52 
"," 1345.30 
"," 51009.43 
"," 0.03 
"," 37.92 
"," 2833.86 
"," 0.46 
"
values_392," 65 
"," 24 
"," 236 
"," 52 
"," 1345.30 
"," 51009.43 
"," 0.03 
"," 37.92 
"," 2833.86 
"," 0.46 
"
values_447," 68 
"," 27 
"," 243 
"," 55 
"," 1404.87 
"," 49534.69 
"," 0.03 
"," 35.26 
"," 2751.93 
"," 0.45 
"
values_523," 65 
"," 24 
"," 236 
"," 52 
"," 1345.30 
"," 51009.43 
"," 0.03 
"," 37.92 
"," 2833.86 
"," 0.46 
"
values_679," 76 
"," 33 
"," 264 
"," 61 
"," 1565.71 
"," 50482.44 
"," 0.03 
"," 32.24 
"," 2804.58 
"," 0.46 
"
values_419," 80 
"," 38 
"," 276 
"," 66 
"," 1668.25 
"," 49169.56 
"," 0.03 
"," 29.47 
"," 2731.64 
"," 0.45 
"
values_895," 89 
"," 43 
"," 298 
"," 71 
"," 1832.62 
"," 53103.50 
"," 0.03 
"," 28.98 
"," 2950.19 
"," 0.47 
"
values_298," 73 
"," 32 
"," 255 
"," 60 
"," 1506.26 
"," 48106.09 
"," 0.03 
"," 31.94 
"," 2672.56 
"," 0.44 
"
values_155," 84 
"," 40 
"," 284 
"," 68 
"," 1728.84 
"," 50827.88 
"," 0.03 
"," 29.40 
"," 2823.77 
"," 0.46 
"
values_12," 72 
"," 29 
"," 254 
"," 57 
"," 1481.55 
"," 51496.78 
"," 0.03 
"," 34.76 
"," 2860.93 
"," 0.46 
"
