inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_242," 613 
"," 32 
"," 346 
"," 123 
"," 959 
"," 155 
"," 6977.80 
"," 314057.88 
"," 0.02 
"," 45.01 
"," 17447.66 
"," 1.54 
"
values_505," 1170 
"," 32 
"," 715 
"," 145 
"," 1885 
"," 177 
"," 14076.44 
"," 1110582.30 
"," 0.01 
"," 78.90 
"," 61699.02 
"," 3.57 
"
values_924," 1425 
"," 32 
"," 874 
"," 145 
"," 2299 
"," 177 
"," 17168.03 
"," 1655708.03 
"," 0.01 
"," 96.44 
"," 91983.78 
"," 4.67 
"
values_862," 656 
"," 32 
"," 379 
"," 135 
"," 1035 
"," 167 
"," 7642.13 
"," 343273.34 
"," 0.02 
"," 44.92 
"," 19070.74 
"," 1.63 
"
values_287," 275 
"," 32 
"," 126 
"," 53 
"," 401 
"," 85 
"," 2570.17 
"," 97763.29 
"," 0.03 
"," 38.04 
"," 5431.29 
"," 0.71 
"
values_733," 244 
"," 32 
"," 106 
"," 34 
"," 350 
"," 66 
"," 2115.54 
"," 105528.01 
"," 0.02 
"," 49.88 
"," 5862.67 
"," 0.74 
"
values_813," 1417 
"," 32 
"," 874 
"," 145 
"," 2291 
"," 177 
"," 17108.28 
"," 1649946.54 
"," 0.01 
"," 96.44 
"," 91663.70 
"," 4.65 
"
values_11," 962 
"," 32 
"," 574 
"," 142 
"," 1536 
"," 174 
"," 11432.36 
"," 739400.04 
"," 0.02 
"," 64.68 
"," 41077.78 
"," 2.73 
"
values_19," 319 
"," 32 
"," 154 
"," 75 
"," 473 
"," 107 
"," 3188.71 
"," 104759.88 
"," 0.03 
"," 32.85 
"," 5819.99 
"," 0.74 
"
values_999," 1264 
"," 32 
"," 766 
"," 143 
"," 2030 
"," 175 
"," 15125.96 
"," 1296389.85 
"," 0.01 
"," 85.71 
"," 72021.66 
"," 3.96 
"
values_134," 232 
"," 32 
"," 99 
"," 31 
"," 331 
"," 63 
"," 1978.48 
"," 101093.93 
"," 0.02 
"," 51.10 
"," 5616.33 
"," 0.72 
"
values_609," 570 
"," 32 
"," 315 
"," 126 
"," 885 
"," 158 
"," 6463.85 
"," 258553.84 
"," 0.03 
"," 40 
"," 14364.10 
"," 1.35 
"
values_993," 722 
"," 32 
"," 414 
"," 136 
"," 1136 
"," 168 
"," 8397.67 
"," 409016.05 
"," 0.02 
"," 48.71 
"," 22723.11 
"," 1.84 
"
values_731," 348 
"," 32 
"," 171 
"," 81 
"," 519 
"," 113 
"," 3539.67 
"," 119562.28 
"," 0.03 
"," 33.78 
"," 6642.35 
"," 0.81 
"
values_127," 233 
"," 32 
"," 99 
"," 30 
"," 332 
"," 62 
"," 1976.79 
"," 104374.68 
"," 0.02 
"," 52.80 
"," 5798.59 
"," 0.74 
"
values_889," 322 
"," 32 
"," 154 
"," 68 
"," 476 
"," 100 
"," 3162.48 
"," 114593.23 
"," 0.03 
"," 36.24 
"," 6366.29 
"," 0.79 
"
values_987," 1166 
"," 32 
"," 715 
"," 143 
"," 1881 
"," 175 
"," 14015.73 
"," 1121258.25 
"," 0.01 
"," 80 
"," 62292.12 
"," 3.60 
"
