inputName,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_242," 76 
"," 32 
"," 259 
"," 60 
"," 1529.88 
"," 50868.67 
"," 0.03 
"," 33.25 
"," 2826.04 
"," 0.46 
"
values_505," 71 
"," 28 
"," 250 
"," 56 
"," 1451.84 
"," 51540.27 
"," 0.03 
"," 35.50 
"," 2863.35 
"," 0.46 
"
values_924," 88 
"," 38 
"," 292 
"," 66 
"," 1764.96 
"," 57221.96 
"," 0.03 
"," 32.42 
"," 3179.00 
"," 0.49 
"
values_862," 73 
"," 30 
"," 251 
"," 58 
"," 1470.35 
"," 50090.03 
"," 0.03 
"," 34.07 
"," 2782.78 
"," 0.45 
"
values_287," 78 
"," 35 
"," 265 
"," 63 
"," 1583.98 
"," 49420.15 
"," 0.03 
"," 31.20 
"," 2745.56 
"," 0.45 
"
values_733," 83 
"," 38 
"," 279 
"," 66 
"," 1686.39 
"," 51567.91 
"," 0.03 
"," 30.58 
"," 2864.88 
"," 0.46 
"
values_813," 79 
"," 34 
"," 268 
"," 62 
"," 1595.72 
"," 51907.98 
"," 0.03 
"," 32.53 
"," 2883.78 
"," 0.46 
"
values_11," 91 
"," 43 
"," 303 
"," 71 
"," 1863.37 
"," 55207.85 
"," 0.03 
"," 29.63 
"," 3067.10 
"," 0.48 
"
values_19," 73 
"," 30 
"," 254 
"," 58 
"," 1487.93 
"," 50688.72 
"," 0.03 
"," 34.07 
"," 2816.04 
"," 0.46 
"
values_999," 77 
"," 34 
"," 265 
"," 62 
"," 1577.86 
"," 50027.51 
"," 0.03 
"," 31.71 
"," 2779.31 
"," 0.45 
"
values_134," 86 
"," 42 
"," 287 
"," 70 
"," 1759.10 
"," 50427.65 
"," 0.03 
"," 28.67 
"," 2801.54 
"," 0.45 
"
values_609," 79 
"," 34 
"," 271 
"," 62 
"," 1613.59 
"," 52489.04 
"," 0.03 
"," 32.53 
"," 2916.06 
"," 0.47 
"
values_993," 86 
"," 40 
"," 284 
"," 68 
"," 1728.84 
"," 52038.07 
"," 0.03 
"," 30.10 
"," 2891.00 
"," 0.46 
"
values_731," 65 
"," 22 
"," 234 
"," 50 
"," 1320.66 
"," 54627.40 
"," 0.02 
"," 41.36 
"," 3034.86 
"," 0.48 
"
values_127," 91 
"," 43 
"," 303 
"," 71 
"," 1863.37 
"," 55207.85 
"," 0.03 
"," 29.63 
"," 3067.10 
"," 0.48 
"
values_889," 68 
"," 25 
"," 242 
"," 53 
"," 1386.16 
"," 52784.85 
"," 0.03 
"," 38.08 
"," 2932.49 
"," 0.47 
"
values_987," 83 
"," 38 
"," 283 
"," 66 
"," 1710.56 
"," 52307.23 
"," 0.03 
"," 30.58 
"," 2905.96 
"," 0.47 
"
values_780," 91 
"," 44 
"," 302 
"," 72 
"," 1863.32 
"," 53951.51 
"," 0.03 
"," 28.95 
"," 2997.31 
"," 0.48 
"
values_435," 72 
"," 28 
"," 253 
"," 56 
"," 1469.26 
"," 52893.39 
"," 0.03 
"," 36 
"," 2938.52 
"," 0.47 
"
values_950," 91 
"," 47 
"," 302 
"," 75 
"," 1881.10 
"," 50989.90 
"," 0.04 
"," 27.11 
"," 2832.77 
"," 0.46 
"
values_976," 91 
"," 45 
"," 300 
"," 73 
"," 1856.95 
"," 52572.24 
"," 0.04 
"," 28.31 
"," 2920.68 
"," 0.47 
"
values_557," 78 
"," 34 
"," 270 
"," 62 
"," 1607.63 
"," 51633.39 
"," 0.03 
"," 32.12 
"," 2868.52 
"," 0.46 
"
values_398," 68 
"," 25 
"," 243 
"," 53 
"," 1391.88 
"," 53002.97 
"," 0.03 
"," 38.08 
"," 2944.61 
"," 0.47 
"
