id,depth,MSE,NRMSE,MAE,R2,time
"multi, feature: text",8,54844.97,13.523364200294134,15.04,1.0,0.005110740661621094
"multi, feature: data",8,5238.78,16.271092063983218,17.81,0.95,0.005110740661621094
"multi, feature: bss",8,194.08,1.0228929514646539,1.15,0.99,0.005110740661621094
"multi, feature: text",10,88507.35,21.823644510205824,14.46,0.99,0.011020421981811523
"multi, feature: data",10,5486.41,17.040204438964448,17.64,0.95,0.011020421981811523
"multi, feature: bss",10,233.67,1.231550886071443,1.24,0.99,0.011020421981811523
"multi, feature: text",12,161915.65,39.92425020338884,17.81,0.99,0.01566481590270996
"multi, feature: data",12,6657.64,20.677919929612855,18.49,0.94,0.01566481590270996
"multi, feature: bss",12,293.76,1.5482534698178931,1.26,0.99,0.01566481590270996
"multi, feature: text",16,302065.63,74.48164392981332,28.11,0.98,0.01624917984008789
"multi, feature: data",16,8334.35,25.885602400455554,20.61,0.92,0.01624917984008789
"multi, feature: bss",16,432.2,2.277897432105438,1.66,0.99,0.01624917984008789
Single:assemblyInstr,8,489561.3,3.1183901968261396,340.86,1.0,0.015688180923461914
Single:assemblyInstr,10,157062.25,1.0004495467502361,121.5,1.0,0.003436565399169922
Single:assemblyInstr,12,141921.51,0.9040065983621723,70.1,1.0,0.012343645095825195
Single:assemblyInstr,16,138743.36,0.8837625312677286,42.63,1.0,0.007853507995605469
Single:clockCycles,8,5336908.05,25.454821519272144,655.02,1.0,0.0
Single:clockCycles,10,3866811.17,18.44307364094045,244.52,1.0,0.01864910125732422
Single:clockCycles,12,3724675.02,17.765143593094397,129.44,1.0,0.003917694091796875
Single:clockCycles,16,5468762.79,26.083713537220635,119.99,1.0,0.009631872177124023
Single:text,8,298.6,0.07362710837854097,1.76,1.0,0.016069412231445312
Single:text,10,250.25,0.06170523734671761,0.6,1.0,0.0044116973876953125
Single:text,12,268.42,0.06618549374068308,0.38,1.0,0.011614322662353516
Single:text,16,202.98,0.05004966663990705,0.38,1.0,0.00828862190246582
Single:data,8,22.28,0.06919930426273792,1.61,1.0,0.002760648727416992
Single:data,10,22.48,0.06982048293655065,1.58,1.0,0.013055562973022461
Single:data,12,101.29,0.31459593935245617,1.75,1.0,0.0
Single:data,16,103.03,0.3200001938146269,1.76,1.0,0.015664339065551758
Single:bss,8,1.59,0.008380048396685902,0.04,1.0,0.016099214553833008
Single:bss,10,1.62,0.008538162517378088,0.04,1.0,0.0042765140533447266
Single:bss,12,1.03,0.005428584810431747,0.03,1.0,0.01684880256652832
Single:bss,16,1.63,0.008590867224275482,0.04,1.0,0.008772850036621094
